State_FIPS,State_Name,CPUMA0010,PUMA,GEOID,GISJOIN,PUMA_Name
12,Florida,234,08604,1208604,G12008604,Miami-Dade County (Northeast)--Aventura City & Surfside Town
12,Florida,234,08605,1208605,G12008605,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)
12,Florida,234,08606,1208606,G12008606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview"
12,Florida,234,08607,1208607,G12008607,Miami-Dade County (Northeast)--Hialeah City (North Central)
12,Florida,234,08608,1208608,G12008608,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau"
12,Florida,234,08609,1208609,G12008609,Miami-Dade County (Northeast)--Hialeah City (South Central)
12,Florida,234,08610,1208610,G12008610,Miami-Dade County (Central)--Miami Springs City & Miami International Airport
12,Florida,234,08612,1208612,G12008612,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village
12,Florida,235,08611,1208611,G12008611,Miami-Dade County (Northeast Central)--Miami City (North)
12,Florida,235,08613,1208613,G12008613,Miami-Dade County (Northeast Central)--Miami City (Downtown)
12,Florida,235,08614,1208614,G12008614,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village
12,Florida,235,08615,1208615,G12008615,Miami-Dade County (East Central)--Miami City (West)
12,Florida,236,08616,1208616,G12008616,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)"
12,Florida,236,08617,1208617,G12008617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace"
12,Florida,236,08618,1208618,G12008618,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami
12,Florida,236,08619,1208619,G12008619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South)
12,Florida,236,08620,1208620,G12008620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes"
12,Florida,236,08621,1208621,G12008621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk"
12,Florida,236,08622,1208622,G12008622,Miami-Dade County (Southwest)--South Miami Heights
12,Florida,236,08623,1208623,G12008623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village
12,Florida,236,08624,1208624,G12008624,Miami-Dade County (South)--Homestead City (North) & Florida City (North)
12,Florida,236,08700,1208700,G12008700,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties
12,Florida,237,09100,1209100,G12009100,Okaloosa County
12,Florida,238,09501,1209501,G12009501,Orange County (Northwest)
12,Florida,239,09502,1209502,G12009502,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town"
12,Florida,239,09503,1209503,G12009503,Orange County (Southwest)--Disney-International Drive Region
12,Florida,239,09504,1209504,G12009504,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle"
12,Florida,239,09505,1209505,G12009505,Orange County (Central)--Orlando City (East Downtown) & Azalea Park
12,Florida,239,09506,1209506,G12009506,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast)
12,Florida,239,09508,1209508,G12009508,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park
12,Florida,239,09509,1209509,G12009509,Orange County (Southeast)
12,Florida,239,09510,1209510,G12009510,Orange County (Northeast)
12,Florida,240,09507,1209507,G12009507,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities"
12,Florida,241,09701,1209701,G12009701,Osceola County (West)
12,Florida,241,09702,1209702,G12009702,Osceola County (East)
12,Florida,242,09901,1209901,G12009901,Palm Beach County (Northeast)
12,Florida,242,09902,1209902,G12009902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities
12,Florida,243,09903,1209903,G12009903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town
12,Florida,244,09904,1209904,G12009904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North)
12,Florida,245,09905,1209905,G12009905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City"
12,Florida,246,09906,1209906,G12009906,Palm Beach County (East Central)--Greater Boynton Beach City (North)
12,Florida,247,09907,1209907,G12009907,Palm Beach County (Southeast)--Greater Delray Beach City
12,Florida,248,09908,1209908,G12009908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town
12,Florida,249,09909,1209909,G12009909,Palm Beach County (West of Boca Raton City)
12,Florida,250,09910,1209910,G12009910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve
12,Florida,250,09911,1209911,G12009911,Palm Beach County (West)--Glades & Western Communities
12,Florida,251,10101,1210101,G12010101,Pasco County (East Central)
12,Florida,251,10102,1210102,G12010102,Pasco County (West Central)
12,Florida,251,10103,1210103,G12010103,Pasco County (Gulf Coast)
12,Florida,251,10104,1210104,G12010104,Pasco County (South)
12,Florida,252,10301,1210301,G12010301,Pinellas County (North)
12,Florida,252,10302,1210302,G12010302,Pinellas County (North Central)
12,Florida,253,10303,1210303,G12010303,Pinellas County (Central)--Clearwater City (South & Central)
12,Florida,253,10304,1210304,G12010304,Pinellas County (Central)--Greater Largo City
12,Florida,253,10305,1210305,G12010305,Pinellas County (West Central)--Greater Seminole City
12,Florida,253,10306,1210306,G12010306,Pinellas County (Central)--Greater Pinellas Park City
12,Florida,253,10307,1210307,G12010307,Pinellas County (Southeast)--St. Petersburg City (East)
12,Florida,253,10308,1210308,G12010308,Pinellas County (South Central)--St. Petersburg City (West)
12,Florida,254,10501,1210501,G12010501,Polk County (Northwest)
12,Florida,255,10502,1210502,G12010502,Polk County (Northeast)
12,Florida,256,10503,1210503,G12010503,Polk County (Central)
12,Florida,257,10504,1210504,G12010504,Polk County (South)
12,Florida,258,11101,1211101,G12011101,St. Lucie County (North)
12,Florida,258,11102,1211102,G12011102,St. Lucie County (South)
12,Florida,259,11300,1211300,G12011300,Santa Rosa County
12,Florida,260,11501,1211501,G12011501,Sarasota County (North)
12,Florida,260,11502,1211502,G12011502,Sarasota County (Central & Gulf Coast)
12,Florida,260,11503,1211503,G12011503,Sarasota County (East)
12,Florida,261,11701,1211701,G12011701,Seminole County (West)
12,Florida,261,11702,1211702,G12011702,Seminole County (North Central)
12,Florida,261,11703,1211703,G12011703,Seminole County (South Central)
12,Florida,261,11704,1211704,G12011704,Seminole County (East)
13,Georgia,262,00100,1300100,G13000100,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties
13,Georgia,262,00200,1300200,G13000200,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties"
13,Georgia,262,00300,1300300,G13000300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties"
13,Georgia,262,01200,1301200,G13001200,Heart of Georgia Altamaha Regional Commission (Southeast)
13,Georgia,262,01300,1301300,G13001300,Heart of Georgia Altamaha Regional Commission (North & West)
13,Georgia,262,01500,1301500,G13001500,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties
13,Georgia,262,01600,1301600,G13001600,Middle Georgia Regional Commission (North & Outside Bibb County)
13,Georgia,262,01900,1301900,G13001900,Three Rivers Regional Commission (East)
13,Georgia,262,02100,1302100,G13002100,Three Rivers Regional Commission (North Central)--Coweta County
13,Georgia,262,02400,1302400,G13002400,Atlanta Regional Commission (South Central)--Fayette County
13,Georgia,262,02700,1302700,G13002700,Northwest Georgia Regional Commission (North Central)--Whitfield County
13,Georgia,262,02800,1302800,G13002800,Northwest Georgia Regional Commission (Northeast)
13,Georgia,262,03200,1303200,G13003200,Georgia Mountains Regional Commission (North & Northwest)
13,Georgia,262,03300,1303300,G13003300,Georgia Mountains Regional Commission (Southwest)--Forsyth County
13,Georgia,262,03500,1303500,G13003500,Georgia Mountains Regional Commission (Southeast)
13,Georgia,262,03600,1303600,G13003600,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City
13,Georgia,262,03700,1303700,G13003700,Northeast Georgia Regional Commission (East)
13,Georgia,262,03800,1303800,G13003800,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties
13,Georgia,262,03900,1303900,G13003900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties"
13,Georgia,262,04100,1304100,G13004100,Central Savannah River Area Regional Commission (East Central)--Columbia County
13,Georgia,262,04200,1304200,G13004200,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)
13,Georgia,263,00401,1300401,G13000401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City
13,Georgia,263,00402,1300402,G13000402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City)
13,Georgia,264,00500,1300500,G13000500,Southern Georgia Regional Commission (East & Central)
13,Georgia,264,00600,1300600,G13000600,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City
13,Georgia,264,00700,1300700,G13000700,Southern Georgia Regional Commission (West)
13,Georgia,265,00800,1300800,G13000800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties"
13,Georgia,265,01100,1301100,G13001100,Southwest Georgia Regional Commission (West & Central)
13,Georgia,265,01700,1301700,G13001700,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties
13,Georgia,265,01800,1301800,G13001800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)
13,Georgia,265,02200,1302200,G13002200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties"
13,Georgia,266,00900,1300900,G13000900,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties
13,Georgia,267,01001,1301001,G13001001,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City
13,Georgia,267,01002,1301002,G13001002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City
13,Georgia,267,01003,1301003,G13001003,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)
13,Georgia,267,01004,1301004,G13001004,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities
13,Georgia,267,01005,1301005,G13001005,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City
13,Georgia,267,01006,1301006,G13001006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)
13,Georgia,267,01007,1301007,G13001007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast)
13,Georgia,267,01008,1301008,G13001008,Atlanta Regional Commission (Central)--DeKalb County (South)
13,Georgia,267,02001,1302001,G13002001,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan
13,Georgia,267,02002,1302002,G13002002,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities
13,Georgia,267,02003,1302003,G13002003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker
13,Georgia,267,04600,1304600,G13004600,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)
13,Georgia,268,01400,1301400,G13001400,Middle Georgia Regional Commission (Central)--Bibb County--Macon City
13,Georgia,269,02004,1302004,G13002004,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City
13,Georgia,270,02300,1302300,G13002300,Three Rivers Regional Commission (Northwest)--Carroll County
13,Georgia,270,04400,1304400,G13004400,Atlanta Regional Commission (Southwest)--Douglas County
13,Georgia,271,02500,1302500,G13002500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties"
13,Georgia,271,02600,1302600,G13002600,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties"
13,Georgia,272,02900,1302900,G13002900,Northwest Georgia Regional Commission (East Central)--Bartow County
13,Georgia,272,04500,1304500,G13004500,Northwest Georgia Regional Commission (Southeast)--Paulding County
13,Georgia,273,03001,1303001,G13003001,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City
13,Georgia,273,03002,1303002,G13003002,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities
13,Georgia,273,03003,1303003,G13003003,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City
13,Georgia,273,03004,1303004,G13003004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City
13,Georgia,273,03005,1303005,G13003005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast)
13,Georgia,274,03101,1303101,G13003101,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities
13,Georgia,274,03102,1303102,G13003102,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities)
13,Georgia,275,03400,1303400,G13003400,Georgia Mountains Regional Commission (South Central)--Hall County
13,Georgia,276,04000,1304000,G13004000,Central Savannah River Area Regional Commission (East Central)--Richmond County
13,Georgia,277,04001,1304001,G13004001,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City
13,Georgia,278,04002,1304002,G13004002,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City
13,Georgia,278,04003,1304003,G13004003,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City
13,Georgia,278,04004,1304004,G13004004,Atlanta Regional Commission (Northeast)--Gwinnett County (East)
13,Georgia,278,04005,1304005,G13004005,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City
13,Georgia,278,04006,1304006,G13004006,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City
13,Georgia,279,04300,1304300,G13004300,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties
13,Georgia,280,05001,1305001,G13005001,Atlanta Regional Commission (South Central)--Clayton County (South)
13,Georgia,280,05002,1305002,G13005002,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City
13,Georgia,281,06001,1306001,G13006001,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City
13,Georgia,281,06002,1306002,G13006002,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City
15,Hawaii,282,00100,1500100,G15000100,"Maui, Kalawao & Kauai Counties"
15,Hawaii,283,00200,1500200,G15000200,Hawaii County
15,Hawaii,284,00301,1500301,G15000301,Honolulu County--Rural Oahu
15,Hawaii,284,00307,1500307,G15000307,Honolulu County--Central Oahu
15,Hawaii,284,00308,1500308,G15000308,Honolulu County--Ewa
15,Hawaii,285,00302,1500302,G15000302,Honolulu County--Koolaupoko
15,Hawaii,286,00303,1500303,G15000303,Honolulu County--East Honolulu to Kapahulu
15,Hawaii,287,00304,1500304,G15000304,Honolulu County--Tantalus to Waikiki
15,Hawaii,288,00305,1500305,G15000305,Honolulu County--Nuuanu to Kalihi
15,Hawaii,289,00306,1500306,G15000306,Honolulu County--Moanalua to Pearl City
16,Idaho,290,00100,1600100,G16000100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties"
16,Idaho,290,00200,1600200,G16000200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities"
16,Idaho,290,00300,1600300,G16000300,Central Idaho--Lewiston City & Nez Perce Reservation
16,Idaho,290,00400,1600400,G16000400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City"
16,Idaho,290,00500,1600500,G16000500,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities
16,Idaho,290,00600,1600600,G16000600,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities
16,Idaho,290,00701,1600701,G16000701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities
16,Idaho,290,00702,1600702,G16000702,Ada County (Northeast)--Boise (North & West) & Garden City Cities
16,Idaho,290,00800,1600800,G16000800,Ada County (South)--Boise (South) & Kuna Cities
16,Idaho,290,00900,1600900,G16000900,Twin Falls & Cassia Counties--Twin Falls City
16,Idaho,290,01000,1601000,G16001000,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties"
16,Idaho,290,01100,1601100,G16001100,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties"
16,Idaho,290,01200,1601200,G16001200,Bonneville County--Idaho Falls City
16,Idaho,290,01300,1601300,G16001300,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation"
17,Illinois,291,00104,1700104,G17000104,"Jo Daviess, Carroll, Whiteside & Lee Counties"
17,Illinois,291,00105,1700105,G17000105,Rock Island County
17,Illinois,291,00202,1700202,G17000202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties"
17,Illinois,291,02601,1702601,G17002601,DeKalb County
17,Illinois,292,00300,1700300,G17000300,"Adams, Pike, Brown, Schuyler & Mason Counties"
17,Illinois,293,00401,1700401,G17000401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties"
17,Illinois,293,01204,1701204,G17001204,Madison County (East)
17,Illinois,293,01205,1701205,G17001205,"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village"
17,Illinois,294,00501,1700501,G17000501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties"
17,Illinois,294,01001,1701001,G17001001,"Monroe, Randolph, Washington, Jefferson & Marion Counties"
17,Illinois,294,01104,1701104,G17001104,St. Clair County (Central & Northeast)
17,Illinois,294,01105,1701105,G17001105,"St. Clair County (Northwest, Southwest & Southeast)"
17,Illinois,295,00600,1700600,G17000600,"Douglas, Edgar, Coles & Cumberland Counties"
17,Illinois,296,00700,1700700,G17000700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties"
17,Illinois,297,00800,1700800,G17000800,South & Southeast Illinois
17,Illinois,298,00900,1700900,G17000900,"Jackson, Williamson, Franklin & Perry Counties"
17,Illinois,299,01300,1701300,G17001300,Sangamon County--Springfield City
17,Illinois,299,01602,1701602,G17001602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties"
17,Illinois,300,01500,1701500,G17001500,Macon County--Decatur City
17,Illinois,301,01701,1701701,G17001701,Peoria County--Peoria City
17,Illinois,301,02501,1702501,G17002501,"Knox, Stark, Bureau, Marshall & Woodford Counties"
17,Illinois,302,01900,1701900,G17001900,Tazewell County
17,Illinois,303,02000,1702000,G17002000,McLean County
17,Illinois,304,02100,1702100,G17002100,Champaign County--Champaign & Urbana Cities
17,Illinois,305,02200,1702200,G17002200,"Livingston, Ford, Iroquois & Vermilion Counties"
17,Illinois,306,02300,1702300,G17002300,Kankakee County
17,Illinois,307,02400,1702400,G17002400,LaSalle County
17,Illinois,308,02700,1702700,G17002700,Stephenson & Ogle Counties
17,Illinois,309,02801,1702801,G17002801,Winnebago County (Southeast & West)--Rockford City
17,Illinois,309,02901,1702901,G17002901,Winnebago (Northeast) & Boone Counties
17,Illinois,310,03005,1703005,G17003005,Kane County (Southeast)--Aurora Township
17,Illinois,311,03007,1703007,G17003007,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships"
17,Illinois,311,03008,1703008,G17003008,Kane County (Northeast)--Elgin (North & Central) & Dundee Townships
17,Illinois,311,03009,1703009,G17003009,Kane County (West)
17,Illinois,311,03105,1703105,G17003105,Will County (Northwest Central)--Plainfield & Lockport Townships
17,Illinois,311,03106,1703106,G17003106,Will County (Northwest)--DuPage & Wheatland Townships
17,Illinois,311,03107,1703107,G17003107,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships"
17,Illinois,311,03108,1703108,G17003108,Will County (South)
17,Illinois,311,03601,1703601,G17003601,"McHenry County (North, West & Central)"
17,Illinois,311,03602,1703602,G17003602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships"
17,Illinois,311,03700,1703700,G17003700,Kendall & Grundy Counties
17,Illinois,312,03102,1703102,G17003102,Will County (West Central)--Joliet & Troy Townships
17,Illinois,313,03202,1703202,G17003202,DuPage County (Central)--Milton Township
17,Illinois,314,03203,1703203,G17003203,DuPage County (South Central)--Lisle Township
17,Illinois,315,03204,1703204,G17003204,DuPage County (Southeast)--Downers Grove Township
17,Illinois,316,03205,1703205,G17003205,DuPage County (East Central)--York Township
17,Illinois,317,03207,1703207,G17003207,Dupage County (Northeast)--Addison & Bloomingdale (North) Townships
17,Illinois,317,03208,1703208,G17003208,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships"
17,Illinois,317,03209,1703209,G17003209,DuPage County (Southwest)--Naperville & Winfield (South) Townships
17,Illinois,318,03306,1703306,G17003306,"Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships"
17,Illinois,318,03307,1703307,G17003307,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships"
17,Illinois,318,03308,1703308,G17003308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships"
17,Illinois,318,03309,1703309,G17003309,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships"
17,Illinois,318,03310,1703310,G17003310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships"
17,Illinois,319,03401,1703401,G17003401,Cook County (Northwest)--Palatine & Barrington Townships
17,Illinois,320,03407,1703407,G17003407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships"
17,Illinois,321,03408,1703408,G17003408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships"
17,Illinois,322,03409,1703409,G17003409,Cook County (West Central)--Lyons & Stickney Townships
17,Illinois,323,03410,1703410,G17003410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships"
17,Illinois,324,03411,1703411,G17003411,Cook County (South Central)--Worth & Calumet Townships
17,Illinois,325,03412,1703412,G17003412,Cook County (South Central)--Bremen & Orland (East) Townships
17,Illinois,326,03413,1703413,G17003413,Cook County (Southeast)--Thornton Township
17,Illinois,327,03414,1703414,G17003414,Cook County (South)--Bloom & Rich Townships
17,Illinois,328,03415,1703415,G17003415,Cook County (North)--Wheeling Township (North & East)
17,Illinois,328,03419,1703419,G17003419,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships
17,Illinois,329,03416,1703416,G17003416,Cook County (Northeast)--Northfield & New Trier Townships
17,Illinois,329,03420,1703420,G17003420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park"
17,Illinois,329,03421,1703421,G17003421,Cook County (North)--Niles & Evanston Townships
17,Illinois,329,03422,1703422,G17003422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare"
17,Illinois,329,03520,1703520,G17003520,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park"
17,Illinois,329,03521,1703521,G17003521,"Chicago City (West)--Austin, Belmont Cragin & Montclare"
17,Illinois,330,03417,1703417,G17003417,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships
17,Illinois,330,03418,1703418,G17003418,Cook County (Northwest)--Schaumburg Township (South & Central)
17,Illinois,331,03501,1703501,G17003501,"Chicago City (North)--Edgewater, Uptown & Rogers Park"
17,Illinois,332,03502,1703502,G17003502,Chicago City (North)--Lake View & Lincoln Park
17,Illinois,333,03503,1703503,G17003503,"Chicago City (North)--West Ridge, Lincoln Square & North Center"
17,Illinois,334,03504,1703504,G17003504,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park"
17,Illinois,335,03522,1703522,G17003522,"Chicago City (Northwest)--Logan Square, Avondale & Hermosa"
17,Illinois,335,03523,1703523,G17003523,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park"
17,Illinois,335,03524,1703524,G17003524,"Chicago City (West)--West Town, Near West Side & Lower West Side"
17,Illinois,335,03525,1703525,G17003525,"Chicago City (Central)--Near North Side, Loop & Near South Side"
17,Illinois,336,03526,1703526,G17003526,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park"
17,Illinois,337,03527,1703527,G17003527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn"
17,Illinois,337,03528,1703528,G17003528,"Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing"
17,Illinois,337,03529,1703529,G17003529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas"
17,Illinois,337,03530,1703530,G17003530,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly"
17,Illinois,337,03531,1703531,G17003531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside"
17,Illinois,337,03532,1703532,G17003532,"Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering"
18,Indiana,338,00101,1800101,G18000101,Lake County (Northwest)--Hammond & East Chicago Cities
18,Indiana,339,00102,1800102,G18000102,Lake County (Northeast)--Gary City & Griffith Town
18,Indiana,339,00103,1800103,G18000103,Lake County (Central)
18,Indiana,340,00104,1800104,G18000104,Lake County (South)
18,Indiana,341,00200,1800200,G18000200,Porter County
18,Indiana,342,00300,1800300,G18000300,LaPorte County
18,Indiana,343,00401,1800401,G18000401,St. Joseph County (North)--South Bend City
18,Indiana,343,00402,1800402,G18000402,St. Joseph County (Outside South Bend City)--Mishawaka City
18,Indiana,344,00500,1800500,G18000500,Elkhart County--Elkhart & Goshen Cities
18,Indiana,345,00600,1800600,G18000600,"Noble, DeKalb, LaGrange & Steuben Counties"
18,Indiana,346,00700,1800700,G18000700,"Jasper, Starke, Fulton, Newton & Pulaski Counties"
18,Indiana,347,00800,1800800,G18000800,Kosciusko & Marshall Counties
18,Indiana,348,00900,1800900,G18000900,"Huntington, Whitley, Adams & Wells Counties"
18,Indiana,349,01001,1801001,G18001001,Allen County (Central)--Fort Wayne City (South)
18,Indiana,349,01002,1801002,G18001002,Allen County (Central)--Fort Wayne City (North)
18,Indiana,349,01003,1801003,G18001003,Allen County (Outside Fort Wayne City)
18,Indiana,350,01100,1801100,G18001100,"Montgomery, Clinton, White, Carroll & Benton Counties"
18,Indiana,350,01200,1801200,G18001200,Tippecanoe County--Lafayette & West Lafayette Cities
18,Indiana,350,01600,1801600,G18001600,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties"
18,Indiana,350,01700,1801700,G18001700,Vigo County--Terre Haute City
18,Indiana,350,02100,1802100,G18002100,"Morgan, Putnam & Brown Counties"
18,Indiana,350,02200,1802200,G18002200,Hendricks County
18,Indiana,350,02700,1802700,G18002700,"Greene, Daviess, Owen, Orange & Martin Counties"
18,Indiana,350,02900,1802900,G18002900,Bartholomew & Jackson Counties--Columbus City
18,Indiana,350,03200,1803200,G18003200,"Warrick, Gibson & Posey Counties"
18,Indiana,350,03300,1803300,G18003300,Vanderburgh County--Evansville City
18,Indiana,350,03400,1803400,G18003400,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties"
18,Indiana,350,03500,1803500,G18003500,"Floyd, Harrison & Washington Counties"
18,Indiana,351,01300,1801300,G18001300,"Howard, Cass & Tipton Counties--Kokomo City"
18,Indiana,351,01400,1801400,G18001400,"Grant, Miami & Wabash Counties"
18,Indiana,351,01500,1801500,G18001500,"Henry, Randolph, Jay & Blackford Counties"
18,Indiana,351,02600,1802600,G18002600,"Wayne, Fayette, Rush & Union Counties"
18,Indiana,351,03000,1803000,G18003000,"Jefferson, Jennings, Decatur & Scott Counties"
18,Indiana,351,03100,1803100,G18003100,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties"
18,Indiana,351,03600,1803600,G18003600,Clark County--Jeffersonville City
18,Indiana,352,01801,1801801,G18001801,Boone & Hamilton (Northwest) Counties
18,Indiana,352,01802,1801802,G18001802,Hamilton County (Central)--Carmel City & Fishers Town (West)
18,Indiana,352,01803,1801803,G18001803,Hamilton County (East)--Noblesville City & Fishers Town (East)
18,Indiana,353,01900,1801900,G18001900,Madison County--Anderson City
18,Indiana,353,02500,1802500,G18002500,Hancock & Shelby Counties
18,Indiana,354,02000,1802000,G18002000,Delaware County--Muncie City
18,Indiana,355,02301,1802301,G18002301,Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest)
18,Indiana,355,02302,1802302,G18002302,Marion County--Washington Township (South & East)--Indianapolis City (North)
18,Indiana,356,02303,1802303,G18002303,Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities
18,Indiana,357,02304,1802304,G18002304,Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West)
