NURSING 347	Leadership And Management	This course is designed to provide the senior nursing student with a knowledge and practice base so that the student will be able to utilize principles, concepts and experiences in leadership and management of patient care needs during the final clinical experience of the ADN nursing program. This course includes historical perspectives, current issues, and legal, ethical, professional, and practice factors important to nursing. Leadership, management, and communication factors pertinent to patient care are discussed. Depending on availability of experiences and preceptors, students' laboratory assignments will be individually arranged by clinical instructor. No grade will be given until both lecture and lab are completed. To complete the program, lecture grade must be a 'C' or better plus a satisfactory grade in the lab.
NURSING 364	Pharmacology	This course is open to pre-nursing majors, nursing students and those interested in developing an understanding of basic pharmacology and the standards, policies, and regulations involved in medication administration. A brief review of the math concepts involved in the calculations of dosages is included. The course focus is on drug classifications, pharmacodynamics, chemical interactions, toxicology and the use of the nursing process in medication administration.
NURSING 399A	Nurse Assistant Training Program	This course will provide students with an introduction to the health care field, working with residents/patients in the long term care facility and the acute care setting. Emphasis will be given to safety principles, infection control, methods for providing physical care, and emotional and social support. Upon successful completion of this course, students will be eligible to take the American Red Cross Nurse Assistant Certification Exam.
NURSING 399B	Home Health Aide Training Program	This course will introduce students to the health care field, working with residents/patients in long-term care facilities, the acute care setting and the home care setting. Emphasis will be given to safety principles, infection control, methods for providing physical care, and emotional and social support.
NURSING 400	Adult Health Care I	Students study the Nursing Process and Gordon's Functional Health Patterns as they relate to the care of the adult client and practice basic clinical skills. Physical, psychosocial, cultural, nutritional, developmental, and legal aspects in relation to the practice of nursing are examined. Students participate in clinical experiences.
NURSING 402	Pharmacology	Students analyze the basic principles and skills required for the administration of safe and effective drug therapy. The mathematics used in the calculation of drug dosage is examined. Specific drug classifications are evaluated in conjunction with Gordon's Functional Health Patterns. The Nursing Process serves as a framework in the application of content of client care.
NURSING 403	Adult Health Care II	In this course, students learn and utilize theory and skills central to the practice of medical-surgical nursing. Included in the course content are the concepts of short-term acute health dysfunctions and peri-operative client care. Also included are the physical, psychosocial, cultural, developmental, and legal aspects related to the care of the adult client. Students utilize course theory, Gordon's Functional Health Patterns, and the Nursing Process in the clinical setting to guide safe and effective care of multiple primary care adult clients.
NURSING 404	Maternal And Newborn Health Care	Students are introduced to theory and concepts relating to the reproductive process and their relation to health and family life. Students utilize these constructs within the framework of the Nursing Process and Gordon's Functional Health Patterns to provide direct care in the clinical setting to clients within this population. Course content covers the normal maternity cycle, common dysfunctions related to the maternity cycle, Women's health care, newborn care, and psychosocial, cultural, developmental, legal, and ethical aspects of maternity care.
NURSING 405	Psychiatric Health Care	Students examine the concepts of psychiatric nursing based on current theory and practice in the care of the mentally ill. These concepts utilize Gordon's Functional Health Patterns and the Nursing Process to illustrate care planning and management. Students engage in discussion relating to psychosocial, physical, legal and illness stressors as they relate to the individual and family. Students participate in a variety of clinically based experiences.
NURSING 406	Adult Health Care III	This course builds upon previously learned concepts of medical-surgical nursing. Students encounter concepts essential to the nursing care of the chronically-ill adult and gerontology client with concurrent acute health problems. Students utilize the Functional Health Patterns as a basis for assessment and implementation of the Nursing Process. Students practice the clinical care of multiple primary care clients. Students are introduced to concepts relating to the management of acutely/chronically ill clients in the acute care setting.
NURSING 407	Geriatric Health Care	In this course, students learn the concepts and skills required to safely and effectively care for older adult/geriatric clients. Students practice caring for clients in this life stage while incorporating the principles of physical, psychological, social, spiritual, and intellectual development. Students apply Gordon's Functional Health Patterns, and the Nursing Process to client care planning, along with considerations and recognition of specific health needs experienced by the older adult client. This course includes clinical experience
NURSING 408	Psychological Aspects Of Health Care	Students examine the assessment and promotion of mental health perspective across the life span. Students consider the concepts of wellness and holistic health care while focusing on community mental health and utilizing the Nursing Process and Gordon's Functional Health Patterns to discern between functional and dysfunctional health patterns. Students examine multiple factors influencing mental health such as biological, sociocultural, or psychological components.
NURSING 414	Adult Health Care IV	Students examine advanced theories and concepts of adult medical-surgical nursing with emphasis on complex and acute health problems. These concepts include physical, psychosocial, cultural, developmental, and legal aspects of adult client care. Students participate in in-depth clinical experience utilizing Gordon's Functional Health Patterns and the Nursing Process in the planning of client care. Students are introduced to nursing management concepts focusing on the staff nurse role.
NURSING 415	Pediatric Health Care	In this course, students explore and discuss concepts of Pediatric Health Care within the framework of Gordon's Functional Health Patterns and the Nursing Process. Emphasis is placed upon health problems and the pediatric client's unique reaction to illness. Topics include growth and development from infancy through adolescence and adaptation of nursing techniques for the pediatric client/family. The student engages in direct clinical care of the pediatric client in the acute care environment and participate in ambulatory care provision.
NURSING 441	History, Trends And Issues Of Nursing	The student examines current and relevant nursing issues within the context of historical development of organized nursing. Content Includes legal/ethical responsibilities, economic concerns and educational issues as they affect the emergence of the modern nurse. The student also explores and discusses the nurse's role as a contributing member of the discipline and the community. Students practice resume construction and gain interviewing experience in this unique capstone course in which they enroll during their final semester of the program.
NURSING 501A	Fundamentals Of Nursing A	This course utilizes Orem's Self-Care Deficit Theory of Nursing (S-CDTN) and the Nursing Process to focus on health deviation, self-care requisites related to problem areas of Medical Asepsis; Physical Assessment; Promotion of Comfort, Sleep, Hygiene and Safety; Oxygenation; Nutrition; and Stress, Loss, Death and Dying. Developmental self-care requisites will be addressed with a focus on the care of adult clients, geriatric clients and their families. Principles of therapeutic interventions, basic conditioning factors, communications and care of the client across the life span will be integrated throughout the course. The role of the provider of care, manager of care, and members within the profession are stressed. Guided clinical experiences are provided concurrently with the theory.
NURSING 501B	Fundamentals Of Nursing B	This course utilizes Orem's Self-Care Deficit Theory of Nursing (S-CDTN) and the Nursing Process to focus on health deviation, self-care requisites related to problem areas pharmacology, care of the surgical patient, fluid and electrolytes imbalances, Diabetes Mellitus and musculoskeletal trauma. Developmental self-care requisites will be addressed with a focus on the care of adult clients, geriatric clients and their families. Principles of therapeutic interventions, basic conditioning factors, communications and care of the client across the life span will be integrated throughout the course. The role of the provider of care, manager of care, and members within the profession are stressed. Guided clinical experiences are provided concurrently with the theory.
NURSING 502A	Medical-Surgical Nursing A	This course includes theory and clinical experience in client problem areas of hematology, oncology, musculoskeletal, inflammatory diseases, renal and urologic problems, sensory problems, intravenous therapy and community nursing. Emphasis is placed on utilizing Orem's Self-care Theory and the Nursing Process to implement care in the adult client.
NURSING 502B	Medical-Surgical Nursing B	This course incorporates theory and clinical experiences in client problem areas of intravenous and TPN therapy, gastrointestinal, liver, pancreatic, biliary tract disorders and elimination, aging endocrine dysfunction, and Introduction to Cardiovascular Problems with focus on Heart Failure and Dysrhythmias .
NURSING 503A	Advanced Medical-Surgical Nursing	This course utilizes Orem's Self-Care Deficit Theory of Nursing (S-CDTN) and the Nursing Process to focus on health deviation, self-care requisites related to adult clients with multi-system failure in the areas of cardiovascular, respiratory, and neurosensory dysfunctions. Leadership and management skills will be discussed . Developmental self-care requisites will be addressed with a focus on the care of adult clients, geriatric clients and their families. Principles of therapeutic interventions, basic conditioning factors, communications and care of clients across the life span will be integrated throughout the course. The role of the provider of care, manager of care, members within the profession are stressed. Guided clinical experiences are provided concurrently with the theory.
NURSING 503B	Psychiatric Nursing	This course utilizes Orem's Self-Care Deficit Theory to introduce the concepts of Normalcy, Solitude and Social Interaction and Alterations in Universal and Developmental Self-Care Requisites.
NURSING 506A	Maternal And Child Health Nursing A (Pediatrics)	Maternal AndThis course incorporates theory and clinical experiences with emphasis on the sharpening of critical thinking skills focusing on the care of children of all age groups with health deviation and self-care requisites in areas of fluid and electrolytes, oxygenation, nutrition, neuromuscular, musculoskeletal, sensory and regulatory mechanisms. Guided clinical experiences are provided concurrently with the theory.
NURSING 506B	Maternal And Child Health Nursing (Obstetrics)	This course incorporates theory and clinical experiences with emphasis on the sharpening of critical thinking skills focusing on the care of childbearing woman, her newborn, and the family including: Issues in maternity nursing, Gynecological nursing, Antenatal/Prenatal; Labor and Delivery; Post Partum; Care of newborn; high risk obstetric conditions. Guided clinical experiences are provided concurrently with the theory.
NURSING 507	Senior Seminar	This course introduces management and leadership styles used in health care organizations and places emphasis on the present and future trends in nursing practice. Patient safety in all settings is a priority and knowledge of national regulations regarding patient safety goals is presented. The student is asked to assess their personality type and temperament in relation to the type position they wish to pursue in the world of work.
NURSING 517	Mathematics Of Drugs And Solutions	In this course, after a review of relevant basic mathematics, the student gains knowledge of the systems and techniques used in measuring drug dosages and in computing the preparation of solutions. Included are computations of Pediatric dosages as well as administration of Intra-venous solutions and medications.
NURSING 523	Pharmacology	The effects of drugs on the human body systems: respiratory, cardiovascular, endocrine, gastrointestinal, neurological and neuromuscular, reproductive are discussed. Anti-infective, anti-inflammatory, immunologic emergency agents, biological modifiers, hematological, chemotherapeutic dermatologic, ophthalmic and otic agencies are part of the content that will be examined.
NURSING 526	Communication In Nursing	The class consists of students from many cultures. Students must research and report on two culture groups other than their specific culture group. The report must include: health practices of the group: Group's view of illness, health care personnel, nutrition, family structures,childbirth,death.
NURSING 527	Nursing Process	This course introduces the nursing process and the program's conceptual framework which are combined in case studies and client simulations.
ALD HTH 021	Basic Life Support For The Healthcare Provider	This course is designed to teach CPR to healthcare providers and interested students. This course covers infant, child, and both one-rescuer and two-rescuer adult CPR. Treatment of choking the patient and heart disease prevention is also included. Successful course completion earns an American Heart Association Basic Cardiovascular Life Support for the Healthcare Provider card valid for two years.
ALD HTH 025A	QUALIFIED AUTISM SERVICE PARAPROFESSIONAL - DIDACTIC	The Qualified Autism Service Paraprofessional (QAS) is comprised of two required courses (ALD HTH 025A and 025B). These courses prepare students for entry-level positions in the field of behavioral health treatment, providing evidence-based treatment to individuals with autism spectrum disorders (ASD). Students who complete these courses successfully will have the knowledge and experience to become a QAS. This course (ALD HTH 025A) will provide students with foundational knowledge in autism spectrum disorders and applied behavior analysis. The curriculum focuses on two fundamental areas of knowledge: understanding autism and using the principles of applied behavior analysis.
ALD HTH 033	Medical Terminology	This course is designed for students interested in learning more about medical terminology and basic anatomy and applying this knowledge to a variety of allied health professions. Students will develop a comprehensive medical vocabulary applicable to all specialties of medicine through the study of Greek and Latin prefixes, suffixes and root words. Students will also develop a basic understanding of anatomy and the function of major body systems.
ALD HTH 056	Communication & Customer Service Skills In Healthcare	This course will introduce students to the workplace skills necessary to succeed in healthcare professions. The focus will be on professional behavior, communication techniques and HIPPA regulations.
ALD HTH 057	Computers In Health Occupations	This course will introduce students to the use of computers in a variety of health care settings. Students will use software systems used in pharmacies, medical offices, and hospitals.
HEALTH 002	Health And Fitness	Students will learn methods of physical, holistic, and psychological wellness, with an emphasis on disease prevention, nutrition, sexuality, reproduction, drugs, alcohol, tobacco, aging, stress management and weight control. Individual improvements using cardiovascular and resistance training, flexibility, and body composition management are emphasized in the physical fitness segment of the course.
HEALTH 003	Cardiopulmonary Resuscitation	Students will learn the current emergency actions steps to follow in life-threatening situations (i.e. unresponsiveness, not breathing, choking, witnessed collapse and severe bleeding) using the current ECC (Emergency Cardiac Care) Guidelines for basic CPR (cardiopulmonary resuscitation) and AED (automated external defibrillator) skills for the adult, child and infant.
HEALTH 006	Nutrition For Healthful Living And Fitness Activities	Students will learn basic nutrition theories, information for healthful food purchasing, and the relationship of nutrition to disease. Class time includes participation in fitness activities including cardiovascular and resistance training, flexibility, and body composition management.
HEALTH 007	Physical Fitness And Nutrition	Students will learn physical fitness and nutritional programs to optimize the physiological, psychological, and social lifelong development of the individual. The course encourages healthy behavior that enhances the role nutrition plays in physical fitness, and overall well-being.
HEALTH 008	Women's Personal Health	Students will learn Socio-cultural influences, 7-dimensions of wellness, holistic health options, and factors that contribute to the overall well-being of women's personal and reproductive health.
HEALTH 011	Principles Of Healthful Living	Students will learn health concepts and values with the goal of promoting a high quality of life. Topics include nutrition, physical fitness, communicable diseases and other major health problems, consumer and environmental health, human sexuality and family life, mental and emotional health, tobacco, alcohol and drugs, aging, and death and dying.
HEALTH 012	Safety Education And First Aid	Students learn the theory and application of first aid care of the injured. Students will practice victim condition assessment and incorporate treatment procedures. Standard first aid, CPR, and AED certification(s) are granted upon successful completion of course requirements.
HEALTH 021	Human Sexuality	Students will learn the cultural, behavioral, biological and psychosocial aspects of human sexuality for health and wellness.
HEALTH 046	Basic Life Support CPR/AED for the Healthcare Provider	This course covers the content of the American Heart Association Basic Life Support (BLS) CPR/AED for the Healthcare Provider. It covers care of the adult, child, and infant
HEALTH 048	Men's Personal Health	Students will learn the knowledge and understandings of men's health issues. Topics include physical, emotional, psychological, and social aspects related to men's health, fitness and wellness.
HLTHOCC 049	Fundamentals Of Elder Care	This course will introduce students to the information about the aging process and related medical, psychological and cognitive changes that is needed to effectively care for the elderly person in a long-term care center or at home.
HLTHOCC 051	Medical Office Microcomputer Management Applications	In this course students learn the essential microcomputer management applications of the medical office. Topics include spreadsheets, accounts receivable, insurance data entry, patient demographic entry and scheduling systems.
HLTHOCC 052	Medical Office Procedures I	This introductory course reviews the role of the Medical Assistant, office operations, communication, professionalism, legal/ethical issues and basic medical office procedures.
HLTHOCC 055	Clinical Assisting Techniques I	This is the first of two courses that use lecture and training lab experiences to teach the clinical skills necessary to successfully perform the role of medical office assistant in a variety of health care settings. In addition, this course covers Occupational Safety and Health Act regulations, medical sepsis and infection control.
HLTHOCC 061	Medical Insurance	In this course students learn the different types of health insurance and billing procedures including procedure codes, international classification of diseases and clinical modifications.
HLTHOCC 062	Skill Set For The Health Care Professional	This course is an introduction of the concepts and skills that serve as a foundation for the health care professions. Topics include hygiene and safety, infection control, basic client monitoring, basic first aid, therapeutic communication and basic health documentation.
HLTHOCC 063	Basic Medical Terminology, Pathophysiology And Pharmacology	This basic medical language course will discuss common diseases and injuries and their pharmacological treatment using medical terminology in English and Spanish, when appropriate.
HLTHOCC 064	Cultural And Legal Topics For Health Care Professionals	This course provides an overview of the concepts of health and illness, cultural diversity and legal issues that affect the health care professional.
HLTHOCC 065	Fundamentals For The Health Care Professional	This course explores career options in the health care industry, healthy behavior for health care workers, work ethics, professional resumes and interviewing skills and personality traits of a health care professional. There will be an internship during which area employers will introduce students to direct and indirect patient care opportunities.
NRSCE 101	Introduction To Nursing	This course introduces the student to the Philosophy of Nursing, Nursing History, Professional Standards, Evidence-Based Practice, Legal and Ethical Issues in Nursing, Maslow's Hierarchy of Human Needs, and the Health Wellness continuum. Concurrent with the theory, the nursing student is introduced to patient-centered care with focus on spiritual-cultural diversity and basic skills in simulation lab/hospital setting.
NRSCE 102	Fundamentals Of Nursing	This entry-level nursing course integrates the components of theory, clinical and simulation that focus on evidence-based, patient-centered basic nursing care of the medical-surgical adult patient's in acute and long-term care settings. Emphasis will be placed on assessment of risk factors affecting patient's health and wellness. Students will begin to utilize the nursing process and begin to integrate Maslow's Hierarchy of Human Needs concept to assess, analyze the needs of patients to formulate and organize a plan of care. Pharmacological principles specific to basic medical/surgical patients are discussed. The course builds upon concepts introduced in NS 101 and NS 103; Professional standards, patient advocacy, spiritual-cultural diversity, legal/ethical issues, effective communication and collaboration with members of the healthcare team.
NRSCE 103	Nursing Process	This course introduces the student to the components of the nursing process: assessment, nursing diagnosis, planning, implementation and evaluation. Course concepts include Maslow's Hierarchy of Human Needs and the utilization of critical thinking to enable the student to apply the nursing process to develop a plan of care.
NRSCE 104	Nursing Communication	This course introduces the student to the elements of the communication process and how communication between the nurse, health care team and patient/family may be affected by culture, gender and developmental level. Content includes: therapeutic and non-therapeutic communication.
NRSCE 105	Nursing Pharmacology	This course introduces the student to concepts related to pharmacological therapy and its effects on the human body. Pharmacological principles of drug therapy, nursing implications and guidelines for safe medication administration are emphasized. The nursing process and patient teaching principles of medication administration are discussed.
NRSCE 106	Medical-Surgical Nursing I	This beginning level medical/surgical-nursing course integrates the components of theory, clinical and simulation that focus on evidence-based patient centered nursing care of medical-surgical adult patients with chronic illness and needs within acute care and community-based settings. Emphasis will be placed on assessment of risk factors affecting patients' health and wellness. Students will implement the nursing process and integrate Maslow's Hierarchy of Human Needs concepts to assess, analyze and prioritize the needs of the adult with chronic illness Pharmacological principles specific to chronically ill clients are discussed. The course builds upon concepts introduced in Nursing Science 101, Nursing Science 102, Nursing Science 103, Nursing Science 104 and Nursing Science 105; Professional Standards, patient advocacy, spiritual-cultural diversity, legal/ethical issues and effective communication and collaboration with members of the healthcare team are also covered.
NRSCE 107	Medical-Surgical Nursing II	This intermediate level medical/surgical-nursing course integrates the components of theory, clinical and simulation that focus on evidence-based, patient-centered nursing care of multiple adult patients with acute illness and needs within a variety of health care settings. Emphasis will be placed on assessment of risk factors affecting patients' health and wellness. Students will implement the Nursing Process and integrate Maslow's Hierarchy of Human Needs concepts to assess, analyze, prioritize, and plan the needs of the adult with acute illness to formulate, organize, implement, and evaluate a plan of nursing care. Pharmacological principles specific to acutely ill patients are discussed. This course builds upon concepts introduced in Nursing Science 106, Nursing Science 109, and Nursing Science 110; professional standards, patient advocacy, spiritual- cultural diversity, legal/ethical issues, and effective communication and collaboration with members of the health care team will be discussed.
NRSCE 108	Medical-Surgical Nursing III	This advanced level medical/surgical-nursing course integrates the components of theory, clinical and simulation that focuses on evidence-based, patient-centered nursing care of adult patients with complex illness and needs within a variety of health-care setting. Emphasis will be placed on assessment of risk factors affecting patient's health and wellness. Students will implement the nursing process and integrates Maslow's Hierarchy of Human Needs concepts to assess analyze, prioritize, plan, and evaluate and modify a plan of nursing care. Pharmacological principles specific to complex patients are discussed. The course builds upon concepts introduced in NS107 and NS 111; Professional Standards patient advocacy, spiritual -cultural diversity, legal/ethical, and effective communication and collaboration with members of the healthcare team will be discussed.
NRSCE 109	Gerontology & Community Based Nursing	This course integrates components of theory, clinical and simulation that focus on evidence-based, patient-centered nursing care of the older adult within acute care and community based settings. Emphasis will be placed on risk factors affecting older patients health and wellness. Students will implement the nursing process and integrate Maslow's Hierarchy of Human Needs concepts to assess, analyze and prioritize the needs of the older adult with normal age related changes and common age-related disorders to formulate, organize and implement a plan of nursing care. Pharmacological principles related to older adult patients are discussed. The course builds upon concepts introduced in Nursing Science 101, Nursing Science 102, Nursing Science 103, Nursing Science 104 and Nursing Science 105; Professional standards, patient advocacy, spiritual-cultural diversity, legal/ethical issues, and effective communication and collaboration with members of the health care team will be discussed.
NRSCE 110	Psychiatric-Mental  Health Nursing	This course integrates components of theory, clinical and simulation that focus on evidence-based, patient-centered nursing care of the patient with mental health needs and disorders within acute care and community based settings. Emphasis will be placed on the assessment of risk factors affecting patients health and wellness. Students will implement the nursing process and integrate Maslow's Hierarchy of Human Needs concepts to assess, analyze and prioritize the needs of the mental health patient to formulate, organize and implement a plan of nursing care. Pharmacological principles specific to patients with mental health disorders are discussed. The course builds upon concepts introduced in Nursing Science 101, Nursing Science 102, Nursing Science 103, Nursing Science 104 and Nursing Science 105; Professional standards, patient advocacy, spiritual-cultural diversity, legal/ ethical issues, and effective communication and collaboration with members of the health care team will be discussed.
NRSCE 111	Reproductive Nursing And Womens Health	This course integrates the components of theory, clinical and simulation that focus on evidence -based, patient centered nursing care of patients in the Reproductive Nursing and Women's Health illness in acute care and community-based settings. Emphasis will be placed on assessment of risk factors affecting patient/families health and wellness. Students will implement the nursing process and integrate Maslow's Hierarchy of Needs concepts to assess, analyze, prioritize and plan the needs of patients with reproductive and women's health illness to formulate, organize and implement a plan of nursing care. Pharmacological principles specific to women's health patients will be discussed. This course builds upon concepts introduced in Nursing Science 106, Nursing Science 109 and Nursing Science 110. Professional Standards, patient advocacy, spiritual-cultural, legal/ethical issues and effective communication and collaboration with members of the health care team will be discussed.
NRSCE 112	Care Of Children And Family	This course integrates components of theory,clinical and simulation that focus on evidence-based, patient- centered nursing care of children and families in acute care and community based settings. Emphasis will be placed on assessment of risk factors affecting patient's health and wellness. Students will implement the nursing process and integrate Maslow's Hierarchy of Human Needs concept to assess, analyze, prioritize, plan and evaluate needs of the care of children and families to formulate,organize, implement, evaluate and modify a plan of nursing care. Pharmacological principles specific to pediatric patients are discussed. The course builds upon concepts introduced in Nursing Science 107 and Nursing Science 111; Professional Standards, patient advocacy, spiritual-cultural diversity, legal/ethical, and effective communication and collaboration with the members of the healthcare team will be discussed.
NURSING 056	Essential Practical Skills For Nurse Assistants	This course focuses on reinforcing and integrating the Certified Nurse Assistant duties and skills required to assist patients in long term care facilities with Activities of Daily Living.
NURSING 185	Directed Study - Nursing	Directed Study - Nursing
NURSING 252	Mathematics Of Drugs And Solutions	This elective course involves the computation of drug dosages and the conversion of the three major systems (metric, apothecary, and household) of measurement necessary for the administration of medications.
NURSING 265	Fundamentals Of Nursing	This course introduces fundamental concepts of the nursing profession, including its history, theory, ethical, and legal considerations as well as program's conceptual framework utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 266	Nrsng Process & Practice In The Care Of The Adult Client I	This beginning medical-surgical nursing course integrates critical thinking skills as it introduces the student to concepts and principles of basic nursing care for clients with alterations in hematological, immunological, oncological, and integumentary systems utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 267	Nursing Process And Practice In The Care Of The Adult Client II	This medical-surgical nursing course provides theoretical and clinical experiences in the care of the adult client with alterations in oxygenation, ventilation, tissue perfusion, metabolic, hormonal regulation utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 268	Nrsng Process & Practice In The Care Of Clients With Alterat	This course provides theoretical and clinical experience in the care of clients with alterations in mental health utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 269	Nrsng Process & Practice In The Care Of The Adult Client III	This medical-surgical nursing course provides theoretical and clinical experiences in the care of the adult client with alterations in genitourinary, fluid/electrolyte, musculoskeletal, gastrointestinal and hepatobiliary systems utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 270	Nrsng Process & Practice In The Care Of Children	This course is designed to prepare the student to provide safe and effective nursing care to the pediatric client utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erickson's Developmental Theory. Theoretical/clinical concepts include health maintenance and complications emphasizing emotional, psychosocial, cultural and legal aspects.
NURSING 271	Nrsng Process & Practice In The Care Of Women & The Newborn	The course is designed to prepare the student to undertake his/her role in providing safe and effective care to women and the newborn. Emphasis is made on the physiological care and complications, including the emotional, psychological, cultural and legal aspects of care, utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory. Clinical experience is provided in a variety of community settings.
NURSING 272	Nrsng Process & Practice In The Care Of The Adult Client Iv	This medical-surgical nursing course provides theoretical and clinical experiences in the care of adult clients with complex medical and/or surgical alterations and emergency situations utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 273	Role Transition	This course introduces the role of professional nursing from past to present, addressing legal/ethical issues and delivery of care in a multicultural society. Emphasis is placed on professional accountability and the ability to determine critical thinking when solving complex client care issues.
NURSING 274	Role Transition II	This theory course is the second Role Transition class which offers students the opportunity to explore major factors involved in the transition from the student role to that of the professional registered nurse, focusing on effective leadership and management, utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory in managing client care.
NURSING 302	Mathematics Of Drugs And Solutions	After a review of relevant basic arithmetic, the student will use concepts of higher mathematics to gain knowledge of measurement systems, including apothecary and metric, and techniques, including solving for an unknown, for computing medication dosages, I.V. flow rates, and weight related dosages for children and adults.
NURSING 311	Communication In Nursing	This course provides theoretical knowledge and practical experience needed by the nursing student to understand and effectively use basic communication skills to interact therapeutically with patients, communicate in groups, institute a teaching-learning plan, and begin the journey to cultural competence.
NURSING 313	Introduction To Nursing Practice	This course is an introduction to nursing and will prepare the student to obtain the knowledge, skills, and attitudes to provide care to the hospitalized patient, with a focus on the adult and the mature (gerontologic) patient. It includes an introduction to the hospital environment and standard precautions; use of the simulation lab; basic nursing procedures; and utilization of the nursing process in performance of beginning level assessment and interventions for the following needs according to the Roy Adaptation Model and referred to as the Physiological Modes ¿ Oxygen Needs, Rest & Activity Needs, Nutrition Needs, and Fluid & Electrolyte + Acid-Base Balance Needs. This is the first clinical course of the Associate Degree Registered Nursing Program. After satisfactory completion of the course, the student can function at the beginning nurse aide level.
NURSING 315	Fundamentals Of Nursing Process And Practice	This course uses the nursing process to assess adult and older adult needs, plan and implement nursing interventions and evaluate their effectiveness. Calculation and administration of medication, flow rate determination, asepsis and sterile technique, preoperative care, nutritional problem solving, and advanced skills are developed. Principles and practice of therapeutic communication and teaching are utilized. Documentation and legal obligations are focused. There is a practicum included with this course. (After successful completion of this course the student is eligible to complete examination for Certified Nurse Attendant.)
NURSING 318	Patient Care Seminar I	This course is strongly recommended for continuing nursing students enrolled in classes with clinical labs. Sections are course specific. An elective, but strongly recommended, instructor guided course to facilitate development of knowledge and skills needed to safely assess, plan, and implement client care. Has individual and group work.
NURSING 321	Nursing Process	This course introduces the concepts and provides practice experiences to understand and use the nursing process and the Roy Adaptation Model for planning, implementing and evaluating client care. The course is divided into four units: The Roy Adaptation Model, the Nursing Process, and the use of the Nursing Process within the Phsyiological Mode, and the use of the Nursing Process within the Psycho-Social Modes.
NURSING 323	Nursing Process & Practice In The Care Of Adult Client I	Cardiovascular, peripheral vascular, endocrine and diabetes, immune and hematological system and oncological problems.
NURSING 325	Nursing Process & Practice In The Care Of Adult Client II	This course emphasizes care of the medical-surgical patient with nutritional, elimination, fluid and electrolyte, rest and activity, sensory and regulatory needs, and connective tissue disorders.
NURSING 329A	Role Transition Lvn To Rn	This course is designed to assist the L.V.N. to make a successful transition to role of RN student and pursue an RN license. Content will focus on resources available, role development, learning styles, dosage calculations, and heart, lung and bowel assessment.
NURSING 329B	Role Transition Lvn To Rn	Continues with content to assist the L.V.N. to make a successful transition to the role of R.N. nursing student. Content will focus on critical thinking, documentation of history and assessment , nursing process, and calculation and administration of IV piggyback medications.
NURSING 333	Nursing Process & Practice In Health Care Of Women/Families	Students experience includes both theory and practice in meeting the health care needs of women, and of the families during childbearing. Psychosocial as wekk as psychological nursing concepts, including cultural, emotional, developmental and environmental are emphasized. Settings include hospitals, clinics and parent education classes.
NURSING 335	Nursing Process And Practice In The Care Of Children	Through the utilization of developmental theories (primarily Erikson & Piaget),the Roy Adaptation Model of Nursing, and QSEN competencies, this course focuses on the assessment, identification and nursing interventions of the biopsychosocial problems of children and their families. Nursing action is directed toward the integration of growth and development principles in the care of the child in relation to health-illness continuum. The student will contribute to the development of an optimal environment of the child in the hospital setting, in clinics, and in school facilities
NURSING 339	Nursing Proc & Practice In The Care Of The Geriatric Client	This course focuses on the Geriatric patient and issues relevant to their care and integrates content of the Roy Adapatation Model and the Nursing Process. This course expands concepts, principles, knowledge, and skills learned in previous nursing courses. It emphasizes psychosocial, physiological, environmental and ethical concepts and issues that impact nursing care services for older adults in various care settings, e.g. long term care (LTC), adult day care (ADC), assisted living and Home Health Agencies. A more advanced role of the nurse is emphasized. The course consists of six units: Unit I: Introduction to Home Health/Hospice (Self Teaching Module) and Community Care; Unit II: Intravenous Instructional Unit - intravenous therapy is introduced, e.g. intravenous puncture and infusion considerations in the gerontoligic patient, Unit III: Introduction to the Gerontologic Nursing and Influences on Health & Illness; Unit IV: Wellness Issues, Common Psychophysiologic Stressors, and Diagnostic Studies & Pharmacologic Management; Unit V: Nursing Care of Physiologic and Psychologic Disorders, and Unit VI: Long Term Care. Clinical experiences will be comprised of traditional instructor supervised learning in long term care facilities and service learning assignments in a variety of community agencies for the elderly.
NURSING 343	Nursing Process&Practice In Psy-Social Adaptation Of Client	This course includes assessment and care of clients in the psychiatric unit, intervention, and participation in group therapy, and practice using the nursing process and the Roy adaptation model with emphasis oh the psycho-social modes.
NURSING 345	Nursing Process/Practice In The Care Of Adult Client III	This course emphasizes the nursing process and the Roy Adaptation model in the care of clients with complex medical-surgical problems. High acuity care settings and the critical care units are utilized
