,0,1,2,3
33,Resident Assistant-1,Five Star Senior Living,"Fresno, CA","At this time, we are seeking a Resident Assistant to join our team!
Responsibilities
Gives report to the Nurse or designated charge person at the end of the shift.
Reports any changes to the Nurse or designated charge person immediately for determination of contacting the on-call Nurse.
Reminding residents to take medication, opening containers for residents, opening prepackaged medication for residents, reading the medication label to residents, observing residents while they take medication, checking the self-administered dosage against the label of the container, and reassuring residents that they have obtained and are taking the dosage as prescribed.
Supervise, assist or provide showers and baths.
Supervise, assist residents to dress/undress.
Assure the cleanliness and dignity of each resident.
Qualifications
Vital signs; Medication supervision (within the scope of the state regulations);
Read, write, speak and understand the English language.
Freedom from illegal use of drugs.
Freedom from use and effects of use of drugs and alcohol in the workplace.
Persons who have been found guilty by a court of law of abusing, neglecting, or mistreating individuals in a health care related setting are ineligible for employment in the position.
Demonstrates effective time management skills.
Must have valid, unrestricted certification in the state (CNA desired) and maintain CEU's.
CPR/First Aid Certification desired (unless required by the state)."
34,Medical Assistant Temp to Perm,ATC- West,"Fresno, CA","ATC Healthcare-West is currently hiring a Medical Assistant with at least 2 year experience for a prominent Fresno, CA Healthcare System.
Requirements;
Certified or Registered Medical Assistant
American Heart BLS
Ability to work front and back of house
2 years recent experience working as in a MA in a hospital or clinic setting
Ability to stand and walk for long periods of time
Computer experience


For more information please EMAIL your resume to Marvin@atc-west.com or call me/ Marvin directly at 310 776 7097."
35,"Physical Therapist Assistant, PTA, Delano - Up to $5K Sign On",Therapy Specialists,"Fresno, CA","Physical Therapist Assistant (Full-Time) - We offer: Great Benefits, Great Pay, and a Great Team of Therapist to work with.
 OFFERING UP TO A $5,000 BONUS FOR THIS POSITION:
Student Loan Repayment, Relocation Assistance & Retention Bonus Options Available
 Located just 30 minutes from Delano California, Bakersfield is a wonderful place to build a career and a life. In Bakersfield you can find it all: affordable housing, great family-oriented community, recreation and entertainment, excellent healthcare, dining and shopping, and charitable giving. In short: life as it should be. Bakersfield is centrally located with easy accessibility to Los Angeles, San Francisco by way of interstate 5 and the California Coast by way of highway 46. With its own airport, travel to numerous destinations is very convenient.
  About the Facility:
Really great DOR who has been there for close to 7 years now
Very well-maintained facility; great place to work
Great location if you are someone who likes outdoor activities
Very supportive facility administration focused on expanding the care within the Delano community
Looking to expand to another 42 beds in the future
Planning on building a new therapy room. Current therapy department has great equipment to support therapy needs
Millennial team to work with
30 mi drive from both Bakersfield, Tulare, and Visalia
(2) beds per room with a restroom in each room
Population is very active with things always going on in the community
Delano District is an active participant in the local community events as well
12-15 Med A's with a very manageable case load
Very supportive team and environment. Ability to provide training and mentorship to a new graduate
  What we are looking for:
Licensed Physical Therapist (New Grad up to a 20-year veteran)
Preferably Geriatric experience from clinicals or direct work experience
Team player, someone who truly loves what they do and being part of a great team environment
  The Company: 
Founded in 1976 by Susan J. Harris, OTR, a nationally respected pioneer in rehab services, Therapy Specialists is San Diego's largest independent therapy provider - providing comprehensive rehabilitation programs and consulting services to skilled nursing facilities, independent and assisted living communities, memory care facilities, adult day health and outpatient settings throughout California.
 Here you are the driver of your destiny!  Our employees thrive and grow because they love being here. When you become a part of the Therapy Specialists family, we make you this promise: you'll love your work, realize your potential and enjoy the recognition you deserve.
 Very high staff retention rate
Highly competitive pay rates
401(k) plan
State-of-the-art equipment
5-Time Award Recipient of Best Places to Work
Monthly awards for associates in recognition of their efforts in going above and beyond
Unparalleled reputation for best practices that meet today's healthcare challenges.
 Therapy Specialists supports and values the uniqueness of all individuals and promotes a work environment where diversity is embraced. Therapy Specialists is an Equal Opportunity / Affirmative Action / Disability / Vets Employer. "
36,Health Assistant I,Fresno Economic Opportunities Commission,"Fresno, CA","ACCEPTING APPLICATIONS UNTIL FILLED.

ELIGIBILITY LIST WILL BE ESTABLISHED FOR CURRENT AND FUTURE HIRING NEEDS

 
Health Assistant partners with Head Start Nurse in the provision of healthcare and education to children and families.

Assists in the fulfillment of the agency’s vision, “For Those We Serve,” by empowering individuals to thrive as healthy, self-sufficient and contributing members of our communities.


Fresno EOC is an equal opportunity employer committed to a diverse workforce.

Records health histories, including medical, dental, developmental, nutrition, and immunization.

Monitors height and weight, and graph results.

Assists nurse with vision and hearing screening, hemoglobin and TB skin tests and follow-up of immunization and medical/dental treatment.

Transports children to health providers for medical/dental treatment as assigned.

Provides dental referral and follow-up.

Visits homes to review health needs of children and families.

Observes children in classroom and on playground, giving particular attention to possible illness or safety concerns.

Provides basic First Aide in the absence of the nurse.

Interprets as between nurse/families/community providers.

Maintains understanding of other program area responsibilities and isresponsive to the team approach.

Maintains strict compliance with universal precautions in the classroom or during home visits and when administering first aid.

Provides classroom educational workshops covering health topics for the children.

Assures proper documentation in the child’s file as appropriate.

Maintains health supplies at assigned centers.

Adheres to the American With Disabilities Act (ADA-1992) which prohibits discriminatory actions toward children and/or adult with disabilities. In particular, children with disabilities are enrolled in the classroom as mandated by Federal Law.

Maintains confidentiality of records and information on Head Start staff, children and families.

Performs other duties as assigned.
 "
37,"Patient Care Assistant, Emergency Room, Part-Time, 12hr","Community Medical Centers of Fresno, CA","Clovis, CA","The perfect blend of exceptional care and comfortable accommodations, Clovis Community Medical Center remains a top choice for women's services, labor and delivery, advanced minimally invasive surgeries, sports medicine, and weight-loss surgery. Home to the Marjorie E. Radin Breast Care Center, California's premier breast care center, we offer screening, diagnostics, and treatments using the most cutting-edge technology available. We're a family-oriented, suburban hospital at the base of the Sierra Nevada Mountains that's part of the Community Medical Centers healthcare network.
 Expanded in 2012, Clovis Community has 208 all-private rooms - making Clovis Community the only comprehensive hospital in the area with all-private rooms. Patients can expect excellent care that starts the moment they arrive. Recipient of the 2016 Healthgrades Outstanding Patient Experience Award and voted ""People's Choice BEST HOSPITAL"" for the past 3 years, Clovis Community is transforming how patients experience healthcare.
 Whether for inpatient or outpatient care, we're here to provide the best possible experience and the highest quality care for the people we serve. That means we are able to offer a variety of ways for you to grow - both in the way you do your job as a healthcare professional and in the way you live your personal life. If you share our passion for providing the best possible care for each and every patient, you should consider a career with our team at Clovis Community Medical Center.
  
Provides emergency room patient care services under the direction of the MD/RN/FNP. Performs a wide variety of patient care skills including, but not limited to, nourishment, maintenance of patient hygiene, vital signs, transporting, respiratory care, ambulation, and monitoring. Performs related duties such as specimen collection, application of orthopedic devices and completion of documentation as needed. Assists in admission and discharge of patients, including room preparation and patient orientation and preparation. Performs various department functions such as answering telephones and completing required forms and reports.

Work Experience:
 Fundamental acute care nursing skills which would normally be gained in approximately 6 months to a year as a Nursing Assistant or Emergency Technician within an acute-care hospital or as a pre-hospital care provider.
 License/Certification Requirements:
 Current BLS certification and one of the following:
Certified Nursing Assistant Certificate (current or expired)
Emergency Technician license (current or expired)
Current enrollment in an accredited school of nursing - RN or LVN Program.
Education:
 High School Diploma/GED. "
38,Certified Occupational Therapy Assistant - (COTA)- Travel,United Health Care Staffing,"Fresno, CA","Certified Occupational Therapy Assistant (COTA)- TRAVEL
Full Time or Part time
START ASAP
Experience in LTC/SNF is strongly preferred
Job Location: Fresno, CA

Education Level: Certified Occupational Therapy Assistant License


we are proud to be recognized as one of the nation's leading staffing services companies. For more than 10 years, we've been working closely with rehabilitation, nursing, allied health and other healthcare clinicians helping them achieve their goals through innovative therapy and wellness programs. We assist in finding great jobs for healthcare workers and promoting their careers. Our staffing help will elevate your career as a therapist, helping you fulfill your own potential.

We are currently looking for a Certified Occupational Therapy Assistant - COTA to improve the lives of the people we serve through compassion and innovation in healthcare.

The Certified Occupational Therapy Assistant will be primarily responsible for:
Direct patient care
Planning and implementing specific treatment programs for individual patients according to the principles and practices of occupational therapy in the system
Being flexible to meet the needs of the system within many different facilities
Assisting the occupational therapist in evaluation and assessment of clients of varying diagnoses and ages within the scope of the code of ethics and the law
Initiating and performing screening process and collects information for the OTR/LOT's review, as delegated and as appropriate
Collecting data or information for the evaluation as delegated by the OTR, as appropriate
Executing appropriate treatment plans for patients, as recommended by the Occupational Therapist
Demonstrating competency in performing a variety of treatment skills such as therapeutic exercise, modalities, ADL's, functional training, and procuring and instructing clients in equipment use per Occupational Therapist's recommendations
Identifying and implementing appropriate client/family education in consultation with the Occupational Therapist
Developing and maintaining high quality occupational therapy services in the clinic to clients' diagnoses and ages
Demonstrating competency in clinically supervising rehabilitation technicians in consultation with the Occupational Therapist
Demonstrating competency in clinically supervising occupational therapy assistant students in consultation with the Occupational Therapist

The Certified Occupational Therapy Assistant must:
Be a graduate of an approved two-year program for Occupational Therapy Assistants as approved by the A.O.T.A., and eligible for licensure by the Board of Occupational Therapy Examiners for the state in which the facility resides
Have successfully completed an Occupational Therapy Assistant curriculum approved by the A.O.T.A.
Have a current CPR certification and maintain same
One year of rehabilitation experience with adult and pediatric is preferred

Medical Requirements
Current Tuberculosis (TB) Test or Chest X-ray (Within the last 12months)
Titers for: Varicella (Chickenpox), MMR (Measles, Mumps, Rubella), and Hepatitis B. A titer is a blood test that checks your immune status to vaccinations (immunizations) you may have received in the past.
Proof of Vaccination for Adult Tdap (Tetanus, Diphtheria, Pertussis)
Proof of Physical exam (Within the last 12months)


For consideration, please contact Carol Rodriguez at crodriguez@uhcstaffing.com or call at 408-439-9341"
39,Certified Occupational Therapist Assistant (COTA),Intergro Rehab Services,"Fresno, CA","Company Description

Providing Physical, Occupational and Speech Therapy services in the Skilled Nursing and Home Health settings throughout California.
Intergro Rehab Services is a contract therapy company, founded in 1990. Intergro values integrity, honesty and doing the right thing for our patients, the facilities we serve and our company. The passion we possess for our industry prompts us to continue on a journey of growth and improvement that compels us to be the best.


Job Description

JOB SUMMARY:
PRN
To assist in providing appropriate aspects of quality patient care, under the supervision of licensed therapists.


ESSENTIAL FUNCTIONS:

Implements and executes on established patient treatment plan under the supervision of a therapist.
Communicates with patients, families, referring physicians and other members of the team.
Develops and enhances clinical and professional skills through knowledge and professional associations.
Provides timely documentation as required by insurance provider to meet licensing, certification, regulatory, reimbursement requirements and physician treatment plan.
Reports any changes in patient status or needs to supervising therapist on a timely basis.
Prepares and submits patient charges accurately to provide appropriate billing information.
Uses professional judgment to ensure safety of self, patients and others at all times.
Attends required meetings, in-services and functions as designated by the Director of Rehab and /or the Area Manager.
Effectively communicates with Therapists concerning patients response to treatment plan. Provides constructive feedback to rehab techs/aides.
Coordinates treatment goals with other team members.
Maintains valid licensure, certification or equivalent as requested by appropriate state agency.




:


Qualifications


Education Required: Minimum of Associate of Arts in Occupational Therapy Assistant
Licensure/Certification:Licensure as required by State guidelines. Certification by NBCOT optional. CPR Certification.
Experience:1 year Occupational Therapy Assistant experience preferred.
1-2 years experience in a residential/ assisted living or skilled nursing facility preferred.
Graduates in Occupational Therapy Assistant Program will be considered.

ESSENTIAL PHYSICAL TASKS:
Must be able to move intermittently throughout the workday.
Must be able to lift up and over 100 pounds with assistance according to residents abilities.
Must be able to sit for extended periods of time and walk for extended periods of time.
Must be able to travel whether by car and/or plane as necessary to reach assigned destination in a reasonable time frame.
Must be able to bend, squat, push, stoop, and pull as needed especially in fulfilling patient care activities.
Must be able to meet the general health requirements set forth by the policies of this facility, including a physical examination.

TYPICAL WORKING CONDITIONS:
May be exposed to blood, body fluids, burns, infectious diseases, air contaminants (including tobacco smoke), hazardous chemicals, and to the Hepatitis B virus, and will be responsible for following company safety policies and procedures and Health Department regulations regarding contact with any of the above.




Additional Information

All your information will be kept confidential according to EEO guidelines."
40,"Medical Assistant (Outpatient), Full Time, Sanger Medical Office",Adventist Health Physicians Network - North Glendale,"Sanger, CA","Medical Assistant (Outpatient), Full Time, Sanger Medical Office - 13673 
Organization
: Adventist Health Reedley 
Primary Location
: United States-California-Sanger 
Position Status: Full-time regular 
Job Posting
: Oct 11, 2018, 4:15:22 PM 
Shift
: Day Shift 
 Nursing Support 
Description
: 
Adventist Health is more than an award-winning health system. We provide whole-person care to our communities and champion the greater good - from the operating room to the boardroom, we are driven by our unique passion to live God's love through health, wholeness and hope. From Oregon to Oahu, we have a calling to always do more. Now is your chance to apply your passion to our mission.
 We're looking for someone to join our team as a Medical Assistant (Outpatient) who:
Assists in planning, providing, and evaluating nursing care for patients and in coordinating nursing care activities with other health care disciplines under the guidance of a registered nurse (RN), licensed vocational nurse (LVN) or physician. Works as a team with other staff members to achieve patient care objectives. Identifies and seeks solutions for any clinical problems and reports them to the affected department.
 Essential Functions:
Sets up exam rooms and checks in patients. Maintains a patient recall system, including continuity of care log for lab tests, referrals and transfers.
Assists the physician with office procedures: preparing instruments needed for suturing, providing equipment and solutions for biopsies, providing supplies needed for splinting.
Obtains vital signs. Reports significant findings and pertinent patient observations to clinic physician. Performs venipunctures as ordered.
Performs audiometry and vision testing.
Performs other job-related duties as assigned.
  Qualifications
: 
You'll be successful with the following qualifications:
 Education: 
High School Education/GED or equivalent: Preferred
Bachelor's Degree or equivalent combination of education/related experience: Preferred
 Required Licenses/Certifications: 
Basic Life Support (BLS) Health Care Provider certification: Required
Phlebotomy certificate: Preferred
Medical Assistant (CMA) certification: Preferred
 "
41,Therapeutic Activities Assistant Part Time Per Diem,"Vibra Healthcare, LLC","Fresno, CA","Come grow with Vibra Healthcare, where we manage from the bedside up every day. Join a strong, knowledgeable company that values each employee as an individual. Our expanding organization wants compassionate healthcare professionals like you to help us get our patients back to better.
  San Joaquin Valley Rehab, part of the Vibra Healthcare system, offers both inpatient and outpatient rehabilitation services to a diverse patient population. San Joaquin Valley Rehabilitation is well-known and respected within the local health care community. If you are from this area, chances are you know someone - a former patient, family member or friend, perhaps - who has something very positive to say about San Joaquin. And our reputation is growing. In 2011, San Joaquin recertified the CARF accreditation for our stroke rehabilitation program and comprehensive integrated inpatient rehab program and was granted an additional certification for the amputee specialty program.  We feature competitive salary programs and a location that is just a short drive to the mountains, the ocean, and some of the nation’s most spectacular scenery.
  San Joaquin Valley Rehab is seeking a Full Time Activities Coordinator to join our team!
  Responsible for assisting in the implementation of a Therapeutic Recreation Program. Works to enhance the patient experience through the use of Therapeutic Recreation. Participates in the design and the ongoing evaluation process of the program. Completes daily assignment of patient activity, planning activities and required documentation or coordination of patient activities and general cleaning duties. Performs other related duties as required or assigned.
  Qualifications:
High school diploma or equivalent required.
Minimum one (1) year of experience leading rehabilitation and recreation groups required.
  Additional Qualifications/Skills:
Current BLS certification from a Vibra-approved vendor preferred.
Associate’s Degree in Therapeutic Recreation, Recreation or related psychosocial field preferred.
Previous experience in an acute or rehabilitation hospital setting preferred.
Ability to project a professional image.
Knowledge of regulatory standards and compliance requirements.
Strong organizational, prioritizing and analytical skills.
Ability to make independent decisions when circumstances warrant.
Working knowledge of computer and software applications used in job functions.
Freedom from illegal use of and effects of use of drugs and alcohol in the workplace.
  Our recruitment team wants to get to know you.  Share your passion!
Please complete our online application and submit your resume for immediate review. 
Thank you for taking the time to consider a career opportunity with our hospital!"
42,Medical Assistant (MA) - Temporary,United Health Centers of the San Joaquin Valley,"Sanger, CA","A UHC Medical Assistant (MA) shows genuine warmth with patients and has the ability to make them feel comfortable in the health center while providing effective and technically competent nursing assistance to both patients and UHC providers. The MA assists in examination and treatment of patients under the direction of a physician. Primary tasks are to interview patients, measure vital signs (i.e., pulse rate, temperature, blood pressure, weight, and height), and record information on patients' charts (paper or electronic). MA may be required to draw and collect blood samples from patients and prepare specimens for laboratory analysis. Finally, the MA prepares treatment rooms and exam rooms for examination of patients. The Medical Assistant position provides or facilitates the provision of information needed by both patients and clinicians.  Furthermore, they ensure a smooth and well-connected patient flow. The Medical Assistant reports to the Nursing Supervisor.

Works closely with the Nursing Supervisor and other members of the clinic management team to:
Provides prompt medical support; promotes a smooth patient flow; collects and records data accurately; maintains order of exam rooms, equipment and supplies
Provides basic education and information to patients, making sure patients’ questions are answered and anxieties alleviated and interfaces with community-oriented activities and staff
Achieves the organizational mission to provide health care access for all the members of the community. Helps make sure patients and families get the care they need when they need it.
Consistently and openly communicates with supervisor and all staff.
Works flexible or extended hours where necessary.
Participates in health center in-services and meeting, listening and respecting others’ ideas.
Abides by Rules of Confidentiality.

EDUCATION:
High School graduate or GED
Completed training program in Medical Assisting from Accredited College
LICENSE/CERTIFICATION:
Possess a valid CPR certificate
PRIOR EXPERIENCE:
Minimum 2 years of experience in a healthcare setting, preferably in an ambulatory care setting
 SKILLS:
Bilingual (English/Spanish)
Able to quickly build and maintain rapport with patients and providers of differing backgrounds; team player
Customer-service oriented
Strong computer skills
Familiar with adult learning and general training techniques
Positive professional insight
Flexibility and dependability
Demonstrated good problem-solving skills; sound judgment
Effective leadership/supervisory skills
Modern office practices and procedures including email
Intermediate computer skills
Attention to detail and excellent follow-through on work tasks
Able to handle multiple tasks simultaneously
PHYSICAL REQUIREMENTS:
 Must be able to lift up to 20 pounds and push up to 50 pounds (on wheels).
Must be able to hear staff on the phone and those who are served in-person, and speak clearly in order to communicate information to patients and staff.
Must be able to read memos, computer screens, personnel forms and clinical and administrative documents.
Must have high manual dexterity.
Must be able to reach above the shoulder level to work, must be able to bend, squat and sit, stand, stoop, crouch, reach, kneel, twist/turn."
43,Therapeutic Activities Assistant Part Time Per Diem,Vibra Healthcare,"Fresno, CA","Come grow with Vibra Healthcare, where we manage from the bedside up every day. Join a strong, knowledgeable company that values each employee as an individual. Our expanding organization wants compassionate healthcare professionals like you to help us get our patients back to better.
San Joaquin Valley Rehab, part of the Vibra Healthcare system, offers both inpatient and outpatient rehabilitation services to a diverse patient population. San Joaquin Valley Rehabilitation is well-known and respected within the local health care community. If you are from this area, chances are you know someone - a former patient, family member or friend, perhaps - who has something very positive to say about San Joaquin. And our reputation is growing. In 2011, San Joaquin recertified the CARF accreditation for our stroke rehabilitation program and comprehensive integrated inpatient rehab program and was granted an additional certification for the amputee specialty program. We feature competitive salary programs and a location that is just a short drive to the mountains, the ocean, and some of the nations most spectacular scenery.
San Joaquin Valley Rehab is seeking a Full Time Activities Coordinator to join our team!
Responsible for assisting in the implementation of a Therapeutic Recreation Program. Works to enhance the patient experience through the use of Therapeutic Recreation. Participates in the design and the ongoing evaluation process of the program. Completes daily assignment of patient activity, planning activities and required documentation or coordination of patient activities and general cleaning duties. Performs other related duties as required or assigned.
Qualifications:
High school diploma or equivalent required.
Minimum one (1) year of experience leading rehabilitation and recreation groups required.
Additional Qualifications/Skills:
Current BLS certification from a Vibra-approved vendor preferred.
Associates Degree in Therapeutic Recreation, Recreation or related psychosocial field preferred.
Previous experience in an acute or rehabilitation hospital setting preferred.
Ability to project a professional image.
Knowledge of regulatory standards and compliance requirements.
Strong organizational, prioritizing and analytical skills.
Ability to make independent decisions when circumstances warrant.
Working knowledge of computer and software applications used in job functions.
Freedom from illegal use of and effects of use of drugs and alcohol in the workplace.
Our recruitment team wants to get to know you. Share your passion!
Please complete our online application and submit your resume for immediate review.
Thank you for taking the time to consider a career opportunity with our hospital!"
44,Resident Assistant - AL,Five Star Senior Living,"Fresno, CA","At this time, we are seeking a Resident Assistant to join our team!
Responsibilities
Gives report to the Nurse or designated charge person at the end of the shift.
Reports any changes to the Nurse or designated charge person immediately for determination of contacting the on-call Nurse.
Reminding residents to take medication, opening containers for residents, opening prepackaged medication for residents, reading the medication label to residents, observing residents while they take medication, checking the self-administered dosage against the label of the container, and reassuring residents that they have obtained and are taking the dosage as prescribed.
Supervise, assist or provide showers and baths.
Supervise, assist residents to dress/undress.
Assure the cleanliness and dignity of each resident.
Qualifications
Vital signs; Medication supervision (within the scope of the state regulations);
Read, write, speak and understand the English language.
Freedom from illegal use of drugs.
Freedom from use and effects of use of drugs and alcohol in the workplace.
Persons who have been found guilty by a court of law of abusing, neglecting, or mistreating individuals in a health care related setting are ineligible for employment in the position.
Demonstrates effective time management skills.
Must have valid, unrestricted certification in the state (CNA desired) and maintain CEU's.
CPR/First Aid Certification desired (unless required by the state)."
45,Physical Therapist Assistant (PTA),Genesis Healthcare,"Kingsburg, CA","PRN/PER DIEM POSITION

Genesis Rehab Services is a leading provider of Physical, Occupational, Speech and Respiratory Therapy for older adults in skilled nursing facilities, independent and assisted living communities, CCRCs, Transitional Care Units, patients' homes, hospitals, adult day care programs and outpatient clinics throughout the US.

Genesis Rehab Services is now hiring a Physical Therapist Assistant to provide rehabilitation services in one or more of our service locations!

The Physical Therapist Assistant is responsible for providing physical therapy treatments to patients to facilitate increased independence and functioning under the supervision of a Licensed Physical Therapist

Primary Job Responsibilities:
1. Implements patient's individualized treatment plan as established by the primary Physical Therapist
2. Work with other members of the rehabilitation team to implement programs consistent with the needs and capabilities of each patient
3. Acts as an assistant to the Physical Therapist when the Physical Therapist is performing tests, evaluations and complex procedures
4. Instructs patients, families and other caregivers in the skills and techniques of the physical therapy treatment program under the supervision of the Physical Therapist

Visit our website for more information www.genesisrehab.com.

PTA1





1. Must be a graduate of an accredited Physical Therapist Assistant Program certified by the American Physical Therapy Association (APTA)



2. Must be licensed and/or eligible for licensure as required by the state of practice



3. Requires good organizational and time management skills



4. Requires good verbal and written communication skills

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled"
46,Personal Care Assistant,Trinity Health,"Saint Agnes Medical Center - Fresno, CA","Department:
2021_3003 Pace Hace
Expected Weekly Hours: 
0
Shift:
Rotating Shift
Position Purpose:
Mercy LIFE (Living Independently for Elders) is seeking Personal Care Assistant (CNA) for Home Care for the St. Mary Convent location in center city Philadelphia.
Job Description Details:
The PCA performs varied patient care activities and related support services necessary in caring for the personal and comfort needs of participants. The PCA reports to and works under the supervision of a Home Care Manger to deliver optimal care. In performing all duties, the PCA complies with LIFE policies and procedures. Education: High School diploma or GED. Certified Nurse’s Aide (CNA) license required with a minimum of one year experience. CPR trained or willingness to be trained. Long Term Care and/or Home Care experience preferred, but not required. Valid drivers license and daily availability of a car. Bi-Lingual Spanish speaking highly preferred. The hours are overnight shifts for Thursday, Friday and every other Saturday and Sunday. Any additional hours may vary based on need.
Trinity Health's Commitment to Diversity and Inclusion

Trinity Health employs more than 120,000 colleagues at dozens of hospitals and hundreds of health centers in 21 states. Because we serve diverse populations, our colleagues are trained to recognize the cultural beliefs, values, traditions, language preferences, and health practices of the communities that we serve and to apply that knowledge to produce positive health outcomes. We also recognize that each of us has a different way of thinking and perceiving our world and that these differences often lead to innovative solutions.

Trinity Health's dedication to diversity includes a unified workforce (through training and education, recruitment, retention and development), commitment and accountability, communication, community partnerships, and supplier diversity."
47,BH Medical Assistant (Bilingual),Clinica Sierra Vista,"Fresno, CA","Clinica Sierra Vista currently operates comprehensive primary care community health centers in the rural and urban areas of Kern, Fresno, and Inyo Counties, located in California, encompassing several thousand square miles of farm land, desert, and mountain areas. Community health centers provide comprehensive primary and preventative health care, including medical, dental and behavioral health services, in areas where access to health care has historically been inadequate. Additionally, we operate multiple health education, prevention and case management programs providing a comprehensive array of health and human services. We serve primarily the low-income and uninsured population, including migrant farm workers, the homeless, and other special populations.
This position serves as the consumer’s welcoming point for specialty mental health service requests and is the principal staff member responsible for the smooth flow of patients throughout the Clinic’s various services.  The Medical Assistant (MA) makes appointments for client’s needs according to written protocols, and directs clients to appropriate providers.  The MA assures that the time for the day is well scheduled for all mental health providers.  The MA serves as the mediator in “warm handoffs” between providers and the behavioral health team. The MA under direct supervision will perform routine patient care, technical and supportive functions in a medical clinic setting. This may include brief screenings to ascertain client’s service needs and expectations. The MA will function within the scope of practice as described by the State of California Board.  The position requires an individual who can function independently, who can prioritize activities, and who will respect the confidentiality of our clients. Bilingual (Spanish) preferred.
Essential Functions:
Schedules and confirms patient appointments and communicates with medical providers, behavioral health providers, and consumers.
Serves as the mediator in ‘warm handoffs’, where a transfer of care between two members of the BH team (e.g. medical provider to behavioral health therapist) occurs in front of the patient. This transparent handoff of care allows all parties to hear what is said and engage the client in communication, giving all the opportunity to clarify or correct information or ask questions about care.
Welcomes individuals served by telephone or in person with their requests for specialty mental health service and in their on going care at the clinic.
Performs routine patient care functions as prescribed by licensed heathcare providers following established clinical protocols, policies, and procedures within their scope of education, training, and responsibilities.
Makes appointments for clients according to written protocols.
Facilitates the practice of his or her assigned provider (s) in a non-judgmental manner.
Prepare and administer medications as directed by provider order.
Provide basic information and assistance to patients under the direction of the licensed personnel.
Document pertinent patient information, nursing procedures and patient response, following established guidelines and maintaining patient confidentiality.
Documentation must be dated, legible and with the appropriate signature to all entries (first initial, last name and title). All pre-printed prompts are to be answered.
Answers all incoming calls.
Verifies insurance coverage at each client appointment.
Maintains an inviting and informative central lobby area, stocked with written materials informing individuals served about mental health and co-occurring services, recovery concepts, and other supportive community organizations.
Maintains materials for client activities specific to the populations served. (I.e. appropriate games or writing material at a children’s site.)
On a scheduled temporary basis may be required to work at any satellite facility.
Other work as required.
Qualifications:
Completion of accredited Medical Assistant Program preferred. Employee may be trained on the job in compliance with State regulations if needed.
Current Basic Life Support Card required.
Willingness to work well with other health care providers.
Commitment to the concept of preventative medicine and team approach to health care delivery.
Willingness to participate aggressively in the expanded role of the medical assistant.
Ability to learn about patients and their problems.
Minimum of two years experience in a medical setting or one years experience in a behavioral health setting, or other equaling experience.
Knowledge of community resources and collaborative agencies; skilled in verbal and written communication with individuals and their families challenged by behavioral health issues.
Able to deliver excellent customer service to diverse and difficult populations with respect and sensitivity.
Principle Job Duties and Skills:
Patient Care/ Procedures:
Explain purpose and process of examinations, tests and medical procedures to patients, following established guidelines.
Familiarity with Agency for Healthcare Research and Quality (U.S. Department of Health and Human Services) “Warm Handoff: Intervention” materials.
Answer patient inquiries within the scope of practice for MAs.
Take and record patient vital signs, height, weight, etc.
Obtain and record responses to all prompted questions on progress notes.
Interpret for providers and staff when necessary.
Complete patient forms as appropriate.
Participate in the Referral Process for patients to be seen by outside Providers.
Administrative/Clerical/Record Keeping:
Request medical records.
Schedule patient appointments.
Prepare outgoing mail.
Record and send Fax’s.
Maintain department logs.
Prepare post cards as directed.
Order medical supplies and equipment as required.
Receive store and distribute materials and supplies.
Serve as resource to coworkers by answering procedure questions and problem solving.
Demonstrate safety procedures.
Participate in department meetings.
Maintain proficiency in clinical skills.
Answer telephones and take messages.
Call in telephone prescriptions following established protocols.
Responsible for knowing the policy manuals pertaining to their position.
Equal Opportunity Employer/Protected Veterans/Individuals with DisabilitiesThe contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information."
