ECONMT 159	Programmable Logic Controls (Plc)	Programmable Logic Controller wiring, programming, and troubleshooting techniques are learned and practiced in a hands-on laboratory environment.
ECONMT 167	Electrical Construction Wiring Techniques	Students are taught and practice electrical rough-in methods, while emphasizing safe working methods and compliance with Electrical Codes and trade standards.
ECONMT 168	Installation Of Electrical Wiring	Students learn to, and practice, calculating and laying out interior electrical conduit and cable wiring systems, followed by practical installations, including rough-in and finishing techniques.
ECONMT 169	Alternating Current Practices	This course offers a study in the principles of Alternating Current, installation of components in AC circuits, and the response of circuits to AC excitation.
ECONMT 171	Electrical Codes And Ordinances I	Basic electrical codes and ordinances are the focus of this course. General codes, wiring methods and fittings, and circuit requirements specified in the various ordinances are reviewed.
ECONMT 172	Electrical Codes And Ordinances II	Advanced electrical codes and ordinances are the focus of this course. General codes, wiring methods and fittings, and circuit requirements specified in the various ordinances are reviewed.
ECONMT 173	Electrical Mathematics I	This is an entry level course in electrical calculations and measurements with special emphasis on the application problems encountered in the electrical construction industry.
ECONMT 174	Electrical Mathematics II	Topics covered in this course are problems relating to A.C. power applications, use of the scientific calculator, percentage ratio and proportions, wire sizing, voltage drops, energy and efficiency calculations, trigonometric functions, phasor diagrams, A.C. single and poly-phase circuits, transformers, star and delta connections and mathematics for logic controls.
ECONMT 177	Electric Motor Control I	This course studies basic motor control fundamentals including the basic functions of control. Magnetic principles of D.C. and A.C. motors, types of motors, motor selection fundamentals are reviewed. Topics covered also include definitions for controller components and symbols, familiarization with N.E.M.A. standards and review of one-line, wiring and schematic diagrams.
ECONMT 178	Electric Motor Control II	This course focuses on a brief review of material covered in Electric Motor Control I and the selection and application of D.C. and A.C. controllers with emphasis on the A.C. devices. Study areas include manual, magnetic, across-the- line starters, as well as most forms of reduced voltage starters including the auto transformer, primary resistor, star-delta, part-winding and wound rotor type reduced voltage starters. Synchronous, multi-speed starters and the many methods of decelerating and braking and static components are discussed.
ECONMT 181	Basic Wiring Practices	This course contains the study of basic electrical diagrams;such as,wiring plans,wiring diagrams,and ladder diagrams.Topics of discussion include:Architectural symbols and drawings,reading and interpreting plans and specifications,as well as the drawing of basic circuits.
ECONMT 182	Basic Diagram And Circuit Practices	This course provides practical shop practice in the wiring of signal, communication and control circuits. Connection of device mechanisms such as, lights, buzzers and relays are specifically reviewed.
ECONMT 183	Residential Electric Wiring	This course covers the design and layout of residential electrical wiring in accordance with the National Electrical Code and recognized best trade practices.
ECONMT 184	Motor Control Principles And Practices	This course will examine the testing, adjusting, servicing and connecting motors, generators and associated controllers. Reduced voltage starters and other motor starting techniques will be studied.
ECONMT 186	Industrial Electrical Principles And Practices	This course content includes the use of measuring instruments, connecting and testing transformer banks and connecting and testing industrial electronic control devices. This course discusses single phase and three phase transformers.
ECONMT 187	Advanced Programmable Controllers	Programmable Logic Controller lecture and laboratory class, including Sequencers, Shift Registers, Analog I/O, and Subroutines, taught using RSLogix software.
ECONMT 190	Electrical Code Calculations	This class covers branch circuit, feeder, tap, service, motor, and transformer calculations from the National Electrical Code in detail.
ECONMT 193	Conduit Bending And Calculations	his class teaches bending cutting and threading of conduits: EMT (Electrical Metallic Tubing), rigid, and IMC (Intermediate Metal Conduit) and the calculations that are included in these operations. Conduit will be bent with hand and hydraulic benders.
ECONMT 193A	Conduit Bending Laboratory	This class practices the cutting and bending of electrical conduits, and the necessary calculations included in these operations. EMT conduit will be bent with hand benders.
ECONMT 195	Grounding: Fundamentals, Applications And Practices	This course will cover the fundamentals of electrical system grounding principles of reviewing definitions, theory, and equipment installations. Application to accepted industry practices, compliance to the National Electrical Code, review of lightning protection and electronic equipment grounding will be covered.
ECONMT 199	Journeyman Electrican Exam Preparation	This course will prepare the student for the State of California Electricians' Certification Examination. The distance education version of the class uses the Internet, World Wide Web and personal e-mail.
ECONMT 205	Solar Energy Installation & Maintenance Principles And Practices	This course is designed for individuals who have the basic electrical and mechanical skills of an energy technician or electrician and are looking to expand into the renewable energy field. This is a hands on class to develop the fundamental principles and practices for installation and maintenance of solar, wind, and similar renewable energy systems. This course covers basic planning, installation, and maintenance of the necessary components for various renewable energy systems.
EGT 100	Introduction To Sustainable Construction Management	This is an introductory course in sustainable construction management, with emphasis on blue print reading, managing budgets, construction industry standards, software usage, safety regulations, use of environmentally sound materials and methods of construction. The course also reviews extensively the role of local, state, and federal government agencies, insurances and bonds within the construction industry.
EGT 211	Elementary Engineering Graphics	This course provides an introduction to the basic fundamentals of 2D Mechanical Drafting utilizing Autocad Computer Aided Design (CAD) software tools. The course includes a study of industry standards used for drafting mechanical engineering drawings.
EGT 212	Applied Engineering Computer Graphics I	This course covers the intermediate utilization of Autocad Software Tools in conjunction with the application mechanical design and drafting industry standards that are current for Drafting Convention, Orthographic View Projection, and Geometric Dimensioning and Tolerancing.
EGT 213	Introduction To Autocad	This course covers the advanced utilization of 3D solid modeling Software Tools in conjunction with the application mechanical design and drafting industry standards that are current for Drafting Convention, Orthographic View Projection and Geometric Dimensioning and Tolerancing.
ELECL 601A	Power Line Mechanic - Trainee (600 Hours) Part A	The goal of this course is to produce qualified candidates for various Power Line Mechanic training programs. Development of basic pre-apprentice skills needed to be successful will be emphasized. These skills include: overall safety considerations, power pole and tower climbing skills, knowledge of the basic tools and materials involved with the electrical line crafts, general construction standards, basic rigging principles, and basic electrical theory that is specific to this trade. A power pole-climbing certificate of competencies is granted to students who successfully complete this course. This course meets or exceeds the equivalent industry recognized 600 hour programs. Special Note: Students during the course of instruction will be required to lift up to 60 lbs with repetition and will be required to climb and perform installation and maintenance operations at the top of 30 foot power poles. Physical or psychological impairments that might limit your abilities to succeed should be considered. Part A is the lecture module of the standard 601 class, allows for offering the program over an extended period.
