cofo_number,date,year,status,permit_number,permit_type,permit_subtype,address,zip,homes,stories,building_size,zone,census_tract,lat,lon
122174,4/24/17,2017,CofO Issued,13010-20000-02933,Bldg-New,1 or 2 Family Dwelling,5628 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10238,-118.31249
144890,11/10/16,2016,CofO Issued,15010-70000-03678,Bldg-New,1 or 2 Family Dwelling,5646 W LEXINGTON AVE,90038,2,2,002-004 units,R3-1,1909.01,34.09257,-118.3125
121985,9/30/14,2014,CofO Issued,13010-20000-03904,Bldg-New,1 or 2 Family Dwelling,5629 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10239,-118.31250
125644,5/3/16,2016,CofO Issued,14010-20000-01607,Bldg-New,1 or 2 Family Dwelling,5628 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10265,-118.31250
132721,6/1/17,2017,CofO Issued,14010-20000-01858,Bldg-New,1 or 2 Family Dwelling,5627 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10241,-118.31251
125650,5/3/16,2016,CofO Issued,14010-20000-01608,Bldg-New,1 or 2 Family Dwelling,5630 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10265,-118.31252
125649,4/24/17,2017,CofO Issued,14010-20000-01606,Bldg-New,1 or 2 Family Dwelling,5632 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10265,-118.31252
121811,5/5/15,2015,CofO Issued,13010-20000-03891,Bldg-New,1 or 2 Family Dwelling,5631 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10242,-118.31253
126809,6/1/17,2017,CofO Issued,14010-20000-01699,Bldg-New,1 or 2 Family Dwelling,5629 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10269,-118.31254
125651,5/25/17,2017,CofO Issued,14010-20000-01609,Bldg-New,1 or 2 Family Dwelling,5634 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10265,-118.31254
121986,9/30/14,2014,CofO Issued,13010-20000-03905,Bldg-New,1 or 2 Family Dwelling,5630 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10229,-118.31255
125652,5/25/17,2017,CofO Issued,14010-20000-01610,Bldg-New,1 or 2 Family Dwelling,5636 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10265,-118.31255
121996,5/5/15,2015,CofO Issued,13010-20000-03915,Bldg-New,1 or 2 Family Dwelling,5633 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10242,-118.31256
144282,12/18/16,2016,CofO Issued,15010-10000-03197,Bldg-New,1 or 2 Family Dwelling,1834 W 45TH ST,90062,1,2,001 unit,R2-1,2324,34.00264,-118.31256
125653,5/25/17,2017,CofO Issued,14010-20000-01611,Bldg-New,1 or 2 Family Dwelling,5638 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10265,-118.31257
125654,5/25/17,2017,CofO Issued,14010-20000-01612,Bldg-New,1 or 2 Family Dwelling,5640 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10265,-118.31258
125645,5/25/17,2017,CofO Issued,14010-20000-01613,Bldg-New,1 or 2 Family Dwelling,5642 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10265,-118.31259
144889,11/10/16,2016,CofO Issued,15010-70000-03679,Bldg-New,1 or 2 Family Dwelling,5648 W LEXINGTON AVE,90038,2,2,002-004 units,R3-1,1909.01,34.09257,-118.3126
121988,4/6/15,2015,CofO Issued,13010-20000-03906,Bldg-New,1 or 2 Family Dwelling,5632 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10229,-118.31261
126811,6/1/17,2017,CofO Issued,14010-20000-01700,Bldg-New,1 or 2 Family Dwelling,5631 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.1027,-118.31262
112343,4/29/14,2014,CofO Issued,12010-20000-02926,Bldg-New,1 or 2 Family Dwelling,5615 W GREEN OAK DR,90068,1,2,001 unit,RE15-1D,1893,34.11926,-118.31263
121995,5/5/15,2015,CofO Issued,13010-20000-03914,Bldg-New,1 or 2 Family Dwelling,5635 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10242,-118.31263
136363,2/27/18,2018,CofO Issued,14010-10000-03407,Bldg-New,1 or 2 Family Dwelling,11009 N ODELL AVE,91040,1,1,001 unit,R1-1-RFA,1031.01,34.26902,-118.31263
121989,4/6/15,2015,CofO Issued,13010-20000-03907,Bldg-New,1 or 2 Family Dwelling,5634 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10229,-118.31268
126812,5/25/17,2017,CofO Issued,14010-20000-01701,Bldg-New,1 or 2 Family Dwelling,5633 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10274,-118.31268
121993,5/5/15,2015,CofO Issued,13010-20000-03913,Bldg-New,1 or 2 Family Dwelling,5637 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10243,-118.31269
121990,4/6/15,2015,CofO Issued,13010-20000-03908,Bldg-New,1 or 2 Family Dwelling,5636 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10229,-118.31275
126813,5/25/17,2017,CofO Issued,14010-20000-01702,Bldg-New,1 or 2 Family Dwelling,5635 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10271,-118.31275
121992,4/24/15,2015,CofO Issued,13010-20000-03912,Bldg-New,1 or 2 Family Dwelling,5639 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10243,-118.31276
34683,5/24/16,2016,CofO Issued,05010-10000-06967,Bldg-New,Apartment,3429 W OLYMPIC BLVD,90019,25,6,020-049 units,C2-1 / R3-1,2131,34.05283,-118.31276
106043,3/8/13,2013,CofO Issued,12010-70000-01383,Bldg-New,1 or 2 Family Dwelling,5605 S RUTHELEN ST,90062,2,2,002-004 units,R2-1,2325,33.9914,-118.31278
121991,4/6/15,2015,CofO Issued,13010-20000-03909,Bldg-New,1 or 2 Family Dwelling,5638 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10229,-118.31281
126814,5/25/17,2017,CofO Issued,14010-20000-01703,Bldg-New,1 or 2 Family Dwelling,5637 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10274,-118.31281
121999,9/30/14,2014,CofO Issued,13010-20000-03911,Bldg-New,1 or 2 Family Dwelling,5641 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10243,-118.31283
121998,9/30/14,2014,CofO Issued,13010-20000-03910,Bldg-New,1 or 2 Family Dwelling,5640 W OBSERVATION LANE,90028,1,3,001 unit,R3-1,1903.01,34.10229,-118.31288
126815,5/25/17,2017,CofO Issued,14010-20000-01704,Bldg-New,1 or 2 Family Dwelling,5639 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10267,-118.31288
137968,5/27/16,2016,CofO Issued,14014-10000-03247,Bldg-New,1 or 2 Family Dwelling,1953 W 73RD ST,90047,1,1,001 unit,R2-1,2379,33.97377,-118.31294
126816,5/25/17,2017,CofO Issued,14010-20000-01705,Bldg-New,1 or 2 Family Dwelling,5641 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10268,-118.31295
97903,11/6/13,2013,CofO Issued,11010-10000-01083,Bldg-New,Apartment,359 S GRAMERCY PL,90020,46,5,020-049 units,R4-1,2117.03,34.06753,-118.31299
126817,5/25/17,2017,CofO Issued,14010-20000-01706,Bldg-New,1 or 2 Family Dwelling,5643 W CIELO WAY,90028,1,3,001 unit,R3-1,1903.01,34.10268,-118.31301
120128,1/10/19,2019,CofO Issued,13010-10000-01611,Bldg-New,Apartment,3951 W INGRAHAM ST,90005,13,6,010-019 units,R4P-2,2126.1,34.06079,-118.31303
143738,7/24/17,2017,CofO Issued,14010-10000-02990,Bldg-New,Apartment,1633 S GRAMERCY PL,90019,4,2,002-004 units,[Q]R3-1,2213.02,34.04291,-118.31303
143845,5/12/16,2016,CofO Corrected,15010-20000-04049,Bldg-New,1 or 2 Family Dwelling,8247 W OSWEGO ST,91040,1,2,001 unit,R1-1-RFA,1031.02,34.26256,-118.31307
150925,1/5/17,2017,CofO Issued,16016-30000-10704,Bldg-Alter/Repair,Apartment,5667 W FOUNTAIN AVE,90028,1,2,001 unit,R3-1,1909.01,34.09487,-118.3132
134567,12/16/17,2017,CofO Issued,14010-10000-01970,Bldg-New,1 or 2 Family Dwelling,2300 N ALTO OAK DR,90068,1,2,001 unit,RE11-1D,1893,34.11179,-118.31337
145521,8/26/16,2016,CofO Issued,13010-20000-02419,Bldg-New,1 or 2 Family Dwelling,8268 W ELLENBOGEN ST,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27176,-118.31365
148310,11/16/16,2016,CofO Issued,16010-10000-00744,Bldg-New,1 or 2 Family Dwelling,4728 S GRAMERCY PL,90062,2,2,002-004 units,R2-1,2324,34.00028,-118.31369
138208,1/25/18,2018,CofO Corrected,14010-10000-03792,Bldg-New,Apartment,3715 W SAN MARINO ST,90019,19,4,010-019 units,R3-1,2126.2,34.05453,-118.31375
145530,9/27/16,2016,CofO Issued,13010-20000-02411,Bldg-New,1 or 2 Family Dwelling,8269 W ELLENBOGEN ST,91040,1,2,001 unit,(T)(Q)RA-1-RFA,1031.01,34.2722,-118.31376
155350,6/16/17,2017,CofO Issued,16010-10000-03863,Bldg-New,1 or 2 Family Dwelling,963 N WILTON PL,90038,2,2,002-004 units,RD1.5-1XL,1917.2,34.08792,-118.31379
155349,6/16/17,2017,CofO Issued,16010-10000-03864,Bldg-New,1 or 2 Family Dwelling,965 N WILTON PL,90038,2,2,002-004 units,RD1.5-1XL,1917.2,34.08801,-118.31379
116561,6/27/14,2014,CofO Issued,13010-20000-00814,Bldg-New,1 or 2 Family Dwelling,4937 S GRAMERCY PL,90062,1,1,001 unit,[Q]R4-1,2324,33.99799,-118.31403
169353,1/31/18,2018,CofO Issued,16016-10000-15949,Bldg-Alter/Repair,Apartment,5715 W HAROLD WAY,90028,2,,002-004 units,R4-2,1905.1,34.09942,-118.31408
151203,1/13/19,2019,CofO Issued,15010-10000-03766,Bldg-New,1 or 2 Family Dwelling,856 S WILTON PL,90005,1,3,001 unit,R3-1,2126.2,34.05631,-118.3141
151197,1/13/19,2019,CofO Issued,15010-10000-03777,Bldg-New,1 or 2 Family Dwelling,856 S WILTON PL,90005,1,3,001 unit,R3-1,2126.2,34.05631,-118.3141
151196,1/13/19,2019,CofO Issued,15010-10000-03778,Bldg-New,1 or 2 Family Dwelling,856 S WILTON PL,90005,1,3,001 unit,R3-1,2126.2,34.05631,-118.3141
151200,1/13/19,2019,CofO Issued,15010-10000-03768,Bldg-New,1 or 2 Family Dwelling,856 S WILTON PL,90005,1,3,001 unit,R3-1,2126.2,34.05631,-118.3141
151198,1/13/19,2019,CofO Issued,15010-10000-03776,Bldg-New,1 or 2 Family Dwelling,856 S WILTON PL,90005,1,3,001 unit,R3-1,2126.2,34.05631,-118.3141
151195,1/13/19,2019,CofO Issued,15010-10000-03779,Bldg-New,1 or 2 Family Dwelling,856 S WILTON PL,90005,1,3,001 unit,R3-1,2126.2,34.05631,-118.3141
151199,1/13/19,2019,CofO Issued,15010-10000-03775,Bldg-New,1 or 2 Family Dwelling,856 S WILTON PL,90005,1,3,001 unit,R3-1,2126.2,34.05631,-118.3141
151192,1/13/19,2019,CofO Issued,15010-10000-03781,Bldg-New,1 or 2 Family Dwelling,856 S WILTON PL,90005,1,3,001 unit,R3-1,2126.2,34.05631,-118.3141
151194,1/13/19,2019,CofO Issued,15010-10000-03780,Bldg-New,1 or 2 Family Dwelling,856 S WILTON PL,90005,1,3,001 unit,R3-1,2126.2,34.05631,-118.3141
151202,1/13/19,2019,CofO Issued,15010-10000-03767,Bldg-New,1 or 2 Family Dwelling,856 S WILTON PL,90005,1,3,001 unit,R3-1,2126.2,34.05631,-118.3141
143476,7/3/17,2017,CofO Issued,15010-20000-02731,Bldg-New,1 or 2 Family Dwelling,11021 N SCOVILLE AVE,91040,1,2,001 unit,R1-1-RFA,1031.01,34.2693,-118.31414
146873,10/7/18,2018,CofO Issued,15010-10000-02433,Bldg-New,1 or 2 Family Dwelling,5016 W ROSEWOOD AVE,90004,1,3,001 unit,R3-1,1924.1,34.07899,-118.31414
146877,10/7/18,2018,CofO Issued,15010-10000-02435,Bldg-New,1 or 2 Family Dwelling,5016 W ROSEWOOD AVE,90004,1,3,001 unit,R3-1,1924.1,34.07899,-118.31414
146869,10/7/18,2018,CofO Issued,15010-10000-02432,Bldg-New,1 or 2 Family Dwelling,5016 W ROSEWOOD AVE,90004,1,3,001 unit,R3-1,1924.1,34.07899,-118.31414
146875,10/7/18,2018,CofO Issued,15010-10000-02434,Bldg-New,1 or 2 Family Dwelling,5016 W ROSEWOOD AVE,90004,1,3,001 unit,R3-1,1924.1,34.07899,-118.31414
143478,7/3/17,2017,CofO Issued,15010-20000-02730,Bldg-New,1 or 2 Family Dwelling,11025 N SCOVILLE AVE,91040,1,2,001 unit,R1-1-RFA,1031.01,34.2694,-118.31415
145524,9/27/16,2016,CofO Issued,13010-20000-02420,Bldg-New,1 or 2 Family Dwelling,8316 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27176,-118.31418
145533,9/27/16,2016,CofO Issued,13010-20000-02425,Bldg-New,1 or 2 Family Dwelling,8321 W BIG CANYON DR,91040,1,1,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27197,-118.31421
145526,8/26/16,2016,CofO Issued,13010-20000-02421,Bldg-New,1 or 2 Family Dwelling,8320 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27168,-118.31429
145531,1/19/17,2017,CofO Issued,13010-20000-02418,Bldg-New,1 or 2 Family Dwelling,8273 W ELLENBOGEN ST,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27224,-118.3143
134447,6/21/17,2017,CofO Issued,14010-10000-00974,Bldg-New,Apartment,5026 W ROSEWOOD AVE,90004,22,4,020-049 units,R3-1,1924.1,34.07928,-118.31447
154228,3/31/18,2018,CofO Issued,16010-70000-02831,Bldg-New,1 or 2 Family Dwelling,756 N RIDGEWOOD PL,90038,2,3,002-004 units,RD1.5-1XL,1917.1,34.08512,-118.3145
154227,3/31/18,2018,CofO Issued,16010-70000-02832,Bldg-New,1 or 2 Family Dwelling,758 N RIDGEWOOD PL,90038,2,3,002-004 units,RD1.5-1XL,1917.1,34.08519,-118.3145
109034,7/1/14,2014,CofO Issued,12016-20000-24283,Bldg-Alter/Repair,1 or 2 Family Dwelling,850 N RIDGEWOOD PL,90038,1,2,001 unit,RD1.5-1XL,1917.1,34.08687,-118.31451
153448,6/24/17,2017,CofO Issued,15010-20000-04455,Bldg-New,1 or 2 Family Dwelling,1937 W 36TH PL,90018,1,2,001 unit,R1-1-O,2220.02,34.02187,-118.31451
151910,9/5/18,2018,CofO Issued,15010-30000-03158,Bldg-New,Apartment,5727 W LA MIRADA AVE,90038,28,3,020-049 units,R3-1,1909.01,34.09387,-118.31452
145528,9/27/16,2016,CofO Issued,13010-20000-02422,Bldg-New,1 or 2 Family Dwelling,8328 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27168,-118.31455
145539,12/22/16,2016,CofO Issued,13010-20000-02417,Bldg-New,1 or 2 Family Dwelling,8327 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27192,-118.31457
100358,6/28/13,2013,CofO Issued,11010-10000-01986,Bldg-New,1 or 2 Family Dwelling,2031 W 74TH ST,90047,1,2,001 unit,R1-1,2379,33.97288,-118.31459
145529,12/12/16,2016,CofO Issued,13010-20000-02412,Bldg-New,1 or 2 Family Dwelling,8334 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27168,-118.31462
46529,5/23/18,2018,CofO Issued,05016-10000-17013,Bldg-Alter/Repair,1 or 2 Family Dwelling,1919 W VERNON AVE,90062,1,2,001 unit,[Q]R4-1,2315,34.00382,-118.31463
150561,3/28/19,2019,CofO Issued,15010-10000-00984,Bldg-New,Apartment,5030 W ROSEWOOD AVE,90004,22,4,020-049 units,R3-1,1924.1,34.07928,-118.31463
145527,12/21/16,2016,CofO Issued,13010-20000-02410,Bldg-New,1 or 2 Family Dwelling,8333 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27192,-118.31466
121198,8/19/15,2015,CofO Issued,13010-20000-02443,Bldg-New,1 or 2 Family Dwelling,2546 N CANYON OAK DR,90068,1,3,001 unit,R1-1D,1893,34.11579,-118.31469
111965,1/29/14,2014,CofO Issued,12010-10000-02185,Bldg-New,1 or 2 Family Dwelling,6010 S WILTON PL,90047,1,2,001 unit,R1-1,2372.02,33.98496,-118.3147
108417,1/10/14,2014,CofO Corrected,09014-10000-04236,Bldg-Addition,1 or 2 Family Dwelling,1405 S WILTON PL,90019,1,3,001 unit,R3-1-O,2213.04,34.04613,-118.31471
112638,10/16/13,2013,CofO Issued,13010-30000-00809,Bldg-New,1 or 2 Family Dwelling,4712 S WILTON PL,90062,2,2,002-004 units,R2-1,2324,34.00069,-118.31477
8250,2/16/16,2016,CofO Issued,04010-70000-00433,Bldg-New,1 or 2 Family Dwelling,1065 S WILTON PL,90019,1,2,001 unit,R1-1-O,2131,34.0509,-118.3148
123866,2/25/15,2015,CofO Issued,14010-20000-01173,Bldg-New,1 or 2 Family Dwelling,10416 N ELDORA AVE,91040,1,1,001 unit,RD2-1,1034,34.25826,-118.31485
156781,12/4/17,2017,CofO Issued,16010-20000-03218,Bldg-New,1 or 2 Family Dwelling,10432 N ELDORA AVE,91040,2,2,002-004 units,R3-1VL,1034,34.25851,-118.31485
145525,3/31/17,2017,CofO Issued,13010-20000-02416,Bldg-New,1 or 2 Family Dwelling,8339 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27192,-118.31486
145538,4/5/17,2017,CofO Issued,13010-20000-02413,Bldg-New,1 or 2 Family Dwelling,8340 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27168,-118.31489
145536,5/1/17,2017,CofO Issued,13010-20000-02423,Bldg-New,1 or 2 Family Dwelling,8346 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27168,-118.31504
145522,3/6/17,2017,CofO Issued,13010-20000-02409,Bldg-New,1 or 2 Family Dwelling,8345 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27193,-118.31505
145523,3/23/17,2017,CofO Issued,13010-20000-02415,Bldg-New,1 or 2 Family Dwelling,8351 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27182,-118.31505
145535,4/11/17,2017,CofO Issued,13010-20000-02414,Bldg-New,1 or 2 Family Dwelling,8352 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27168,-118.31525
107508,1/29/18,2018,CofO Issued,12014-20000-01754,Bldg-Addition,1 or 2 Family Dwelling,1944 W 43RD ST,90062,1,1,001 unit,R1-1,2315,34.00538,-118.31527
160889,1/6/18,2018,CofO Issued,17016-20000-09058,Bldg-Alter/Repair,1 or 2 Family Dwelling,1859 W 39TH ST,90062,1,,001 unit,R1-1,2314,34.01475,-118.31536
146911,5/10/17,2017,CofO Issued,15010-30000-03556,Bldg-New,1 or 2 Family Dwelling,5801 W SPRING OAK DR,90068,1,2,001 unit,R1-1D,1893,34.11735,-118.31544
145540,3/31/17,2017,CofO Issued,13010-20000-02400,Bldg-New,1 or 2 Family Dwelling,8357 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27193,-118.31545
145534,4/5/17,2017,CofO Issued,13010-20000-02424,Bldg-New,1 or 2 Family Dwelling,8358 W BIG CANYON DR,91040,1,2,001 unit,(T)(Q)RS-1-RFA,1031.01,34.27162,-118.31547
157773,5/23/18,2018,CofO Issued,15010-20000-00614,Bldg-New,1 or 2 Family Dwelling,11104 N ORO VISTA AVE,91040,1,2,001 unit,RA-1-RFA,1031.01,34.27081,-118.31552
123654,8/19/15,2015,CofO Issued,13010-10000-03424,Bldg-New,1 or 2 Family Dwelling,5800 W VALLEY OAK DR,90068,1,1,001 unit,RE9-1D,1893,34.10961,-118.31568
109907,2/8/14,2014,CofO Issued,12016-20000-04675,Bldg-Alter/Repair,Apartment,1736 N VAN NESS AVE,90028,2,,002-004 units,RD1.5-1XL,1903.01,34.10287,-118.31569
153100,11/15/17,2017,CofO Issued,16010-70000-01316,Bldg-New,1 or 2 Family Dwelling,1823 N VAN NESS AVE,90028,2,3,002-004 units,RD1.5-1XL,1903.01,34.10416,-118.31582
135147,2/7/17,2017,CofO Issued,14010-20000-03888,Bldg-New,1 or 2 Family Dwelling,421 N VAN NESS AVE,90004,1,3,001 unit,R3-1,1924.1,34.07908,-118.31588
135150,2/8/17,2017,CofO Issued,14010-20000-03890,Bldg-New,1 or 2 Family Dwelling,421 N VAN NESS AVE,90004,1,3,001 unit,R3-1,1924.1,34.07908,-118.31588
135149,2/8/17,2017,CofO Issued,14010-20000-03889,Bldg-New,1 or 2 Family Dwelling,421 N VAN NESS AVE,90004,1,3,001 unit,R3-1,1924.1,34.07908,-118.31588
135151,2/8/17,2017,CofO Issued,14010-20000-03891,Bldg-New,1 or 2 Family Dwelling,421 N VAN NESS AVE,90004,1,3,001 unit,R3-1,1924.1,34.07908,-118.31588
151634,4/8/17,2017,CofO Issued,16010-70000-01559,Bldg-New,1 or 2 Family Dwelling,4520 S CIMARRON ST,90062,2,2,002-004 units,R2-1,2324,34.00225,-118.31588
153101,11/15/17,2017,CofO Issued,16010-70000-01317,Bldg-New,1 or 2 Family Dwelling,1821 N VAN NESS AVE,90028,2,3,002-004 units,RD1.5-1XL,1903.01,34.10402,-118.316
131396,7/22/16,2016,CofO Issued,14010-70000-00388,Bldg-New,1 or 2 Family Dwelling,2110 W FLORENCE AVE,90047,1,2,001 unit,C2-1VL,2379,33.97432,-118.31602
126953,6/1/16,2016,CofO Issued,13010-10000-04237,Bldg-New,Apartment,5816 W HAROLD WAY,90028,56,4,050-099 units,[Q]R4-1VL,1910,34.0991,-118.3161
113632,5/5/14,2014,CofO Issued,13010-20000-00163,Bldg-New,1 or 2 Family Dwelling,8410 W GRENOBLE ST,91040,1,1,001 unit,R1-1-RFA,1032,34.26039,-118.31618
66042,7/2/13,2013,CofO Issued,07014-10000-05893,Bldg-Addition,1 or 2 Family Dwelling,5815 W LEXINGTON AVE,90038,1,2,001 unit,R3-1,1909.02,34.09278,-118.31619
118128,11/5/13,2013,CofO Issued,13014-20003-03419,Bldg-Alter/Repair,1 or 2 Family Dwelling,3889 S CIMARRON ST,90062,1,0,001 unit,R1-1,2314,34.01492,-118.31619
146369,10/19/18,2018,CofO Issued,15010-10000-02779,Bldg-New,Apartment,5812 W VIRGINIA AVE,90038,12,2,010-019 units,R3-1,1909.02,34.09167,-118.31619
131960,8/17/15,2015,CofO Issued,14010-10000-03023,Bldg-New,1 or 2 Family Dwelling,5515 S CIMARRON ST,90062,2,2,002-004 units,R2-1,2325,33.99184,-118.31623
143555,12/19/16,2016,CofO Issued,14010-20000-03585,Bldg-New,1 or 2 Family Dwelling,8426 W CORA ST,91040,1,2,001 unit,R1-1,1034,34.25313,-118.31672
98193,1/9/13,2013,CofO Issued,11010-10000-01027,Bldg-New,1 or 2 Family Dwelling,2037 W 41ST ST,90062,1,2,001 unit,R1-1,2315,34.01001,-118.31673
99821,1/9/13,2013,CofO Issued,11010-10000-01028,Bldg-New,1 or 2 Family Dwelling,2039 W 41ST ST,90062,1,2,001 unit,R1-1,2315,34.01001,-118.31673
141029,8/2/17,2017,CofO Issued,14010-20000-03194,Bldg-New,1 or 2 Family Dwelling,8428 W CORA ST,91040,1,2,001 unit,R1-1,1034,34.25313,-118.31686
124124,10/27/15,2015,CofO Issued,14010-10000-00207,Bldg-New,1 or 2 Family Dwelling,362 N NORTON AVE,90004,1,2,001 unit,R1-1,1924.1,34.078,-118.31689
125855,9/15/16,2016,CofO Issued,13010-10000-01500,Bldg-New,Apartment,5837 W SUNSET BLVD,90028,79,5,050-099 units,(T)(Q)C2-2D-SN,1910,34.09822,-118.31709
106292,6/16/14,2014,CofO Issued,11010-10000-01098,Bldg-New,Apartment,5845 W CARLTON WAY,90028,40,5,020-049 units,[Q]R4-1VL,1910,34.10059,-118.31725
123094,12/17/14,2014,CofO Issued,13014-10000-04739,Bldg-Alter/Repair,1 or 2 Family Dwelling,5313 S VAN NESS AVE,90043,1,,001 unit,R2-1,2346,33.99382,-118.31726
149939,8/24/18,2018,CofO Issued,15010-30000-03236,Bldg-New,1 or 2 Family Dwelling,419 N NORTON AVE,90004,2,3,002-004 units,R3-1,1924.1,34.07898,-118.31726
125382,11/10/15,2015,CofO Issued,14010-30000-01362,Bldg-New,1 or 2 Family Dwelling,407 N NORTON AVE,90004,2,3,002-004 units,R3-1,1924.1,34.0788,-118.3173
155354,11/6/17,2017,CofO Issued,16016-20000-16892,Bldg-Alter/Repair,Apartment,1836 S ARLINGTON AVE,90019,2,2,002-004 units,RD2-1,2213.02,34.04068,-118.31755
117617,10/24/14,2014,CofO Issued,12016-20000-18963,Bldg-New,1 or 2 Family Dwelling,1416 N NEW HAMPSHIRE AVE,90027,1,2,001 unit,R4-3,1912.01,33.9787,-118.31759
50630,3/18/17,2017,CofO Issued,07010-10000-00507,Bldg-New,1 or 2 Family Dwelling,1708 W CLINTON ST,90026,1,1,001 unit,RD2-1VL,1957.2,33.9787,-118.31759
127391,12/22/16,2016,CofO Issued,14014-10000-02294,Bldg-Addition,1 or 2 Family Dwelling,1411 S ARLINGTON AVE,90019,1,2,001 unit,RD1.5-1-O,2181.2,34.04624,-118.31773
118658,9/11/14,2014,CofO Issued,13010-20000-02374,Bldg-New,1 or 2 Family Dwelling,8460 W GRENOBLE ST,91040,1,2,001 unit,R1-1-RFA,1032,34.2604,-118.31777
117033,8/27/16,2016,CofO Issued,13010-20000-01757,Bldg-New,1 or 2 Family Dwelling,1522 N BRONSON AVE,90028,2,3,002-004 units,[Q]R4-1VL,1910,34.09873,-118.31783
136379,9/21/16,2016,CofO Issued,15014-20000-00913,Bldg-Addition,Apartment,1540 N BRONSON AVE,90028,2,0,002-004 units,[Q]R4-1VL,1910,34.09944,-118.31783
163484,1/20/18,2018,CofO Issued,17016-20000-14605,Bldg-Alter/Repair,1 or 2 Family Dwelling,1974 N BRONSON AVE,90068,1,0,001 unit,R2-1,1895,34.10737,-118.31787
178026,1/9/19,2019,CofO Issued,18010-30000-00618,Bldg-New,1 or 2 Family Dwelling,7111 S VAN NESS AVE,90047,1,2,001 unit,R1-1,2352.01,33.97533,-118.31793
106291,6/27/17,2017,CofO Issued,11016-10000-07272,Bldg-Alter/Repair,Apartment,1321 S ARLINGTON AVE,90019,3,2,002-004 units,RD1.5-1-O,2181.2,34.04647,-118.31796
107938,7/22/14,2014,CofO Issued,12014-10000-01191,Bldg-Addition,Apartment,1723 N BRONSON AVE,90028,3,2,002-004 units,C4-1-SN,1910,34.10235,-118.31799
143166,6/29/17,2017,CofO Issued,14010-10000-01000,Bldg-New,Apartment,1553 S ARLINGTON AVE,90019,48,4,020-049 units,C2-1-O,2181.2,34.04402,-118.31799
